,0
471,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1
472,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3C2C[C@@H]1CC1NCCc2cc(OC)c(OC)cc21
473,C=C1C(=O)O[C@@H]2C=C(C)CCC=C(C)CC[C@@H]12
474,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
475,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
476,Oc1c(Cl)cc(Cl)c2cccnc12
477,CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1
478,OCCn1cc(-c2ccc3c(c2)CCC3=NO)c(-c2ccncc2)n1
479,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
480,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
481,COc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc(OC)c(OC)c3)CC2)cc1OC
482,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1
483,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
484,CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12
485,O=C(C[C@@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1
486,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
487,COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1
488,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O
489,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
490,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
491,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12
492,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21
493,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
494,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1
495,C[C@H]1CN([C@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@H]1CN(C)Cc1ccc2c(c1)OCO2
496,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1
497,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
498,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
499,CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12
500,COc1cc(-c2ncn(C=CC(=O)OC(C)C)n2)cc(C(F)(F)F)c1
501,Oc1ccc2c3c1O[C@H]1c4c(c5ccccc5n4Cc4ccccc4)C[C@@]4(O)C(C2)N(CC2CC2)CC[C@]314
502,O=C(O)C[C@H](O)C[C@H](O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
503,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
504,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1
505,CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1
506,O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O
507,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
508,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@H]1C(=O)N(C)CCc2ccccc21
509,O=C(NOCCO)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F
510,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C
511,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
512,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1
513,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@H]21
514,CN(C)CCNc1nc2cc(O)ccc2c2c1C(=O)c1ccccc1-2
515,OC[C@H]1[C@H](c2ccc(C=Cc3ccccc3)cc2)[C@H]2CN(Cc3cccnc3)CCCCN21
516,CON=C1C[C@]2(C[C@@H]3C[C@@H](CC=C(C)C[C@@H](C)C=CC=C4CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](C(C)=CC(C)C)[C@H]1C
517,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
518,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
519,CCNC(=O)c1cc2c(c(-c3cccc(-c4cccc(OC)c4)c3)n1)[C@H](CCO)N([S@@](=O)C(C)(C)C)C2
520,CC=CC[C@@H](C)C(=O)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
521,C[C@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)[C@H](C)CN([C@@H](C)CN(C)C)C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2O1
522,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C
523,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C
524,CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1
525,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1
526,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
527,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
528,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1OCCN(C)C
529,CC[n+]1c(/C=C/N(C)c2ccccc2)n(-c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc21
530,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12
531,Cc1ccccc1C(OCCN(C)C)c1ccccc1
532,O=C(C[C@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1
533,CC(=O)O[C@@]12C[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@H]43)[C@@H]1C2(C)C
534,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
535,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
536,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1
537,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
538,NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21
539,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C
540,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc2ccccc2c1
541,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
542,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@@H](C)N(Cc2ccc(-c3ccccn3)cc2)C[C@@H]1C
543,CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@@H](C)CN(Cc1ccc(-c3ccccn3)cc1)[C@@H](C)CO2
544,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
545,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C
546,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1
547,CC(C)Oc1cccc(-n2c(CCc3c[nH]c4ccc(Br)cc34)nc3ccccc3c2=O)c1
548,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
549,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4
550,N#CC(=Cc1ccc(O)c(O)c1)C(=O)Nc1ccccc1
551,O=C(c1ccc(C=Cc2n[nH]c3ccccc23)cc1)N1CCNCC1
552,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
553,CC(C)c1ccc(C(=O)NCCOc2ccc(C(=O)O)cc2)cc1
554,Cc1cc(NC(=O)Nc2ccc(N(C)C)cc2)c2cc(F)cc(F)c2n1
555,CN1C(=O)c2cc(NC(=O)c3ccc(C(F)(F)F)cc3)ccc2OC[C@@H]2O[C@H](CC(=O)NC3Cc4ccccc4C3)CC[C@@H]21
556,C=CCNc1oc(-c2ccc(Cl)cc2)nc1C#N
557,S=c1[nH]cnc2nc[nH]c12
558,CN1CCN2c3ncccc3Cc3ccccc3C2C1
559,COc1cc2c(cc1OC)-c1cc(=Nc3c(C)cc(C)cc3C)n(C)c(=O)n1CC2
560,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O
561,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
562,COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
563,N=C(N)NN=Cc1c(Cl)cccc1Cl
564,O=S1(=O)Nc2c(ccc3cccnc23)-c2ccccc21
565,CC[Hg]Sc1ccccc1C(=O)O
566,N=C(NC(=O)c1nc(Cl)c(N)nc1N)Nc1ccccc1
567,CC(C)c1cc(/C=C(\C#N)C(=O)NCCCc2ccccc2)cc(C(C)C)c1O
568,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O
569,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1
570,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
571,O=C(C[C@@H]1C[C@@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@@H]2[C@@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1
572,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NC1CCC(CC2CCC(NC(=O)/C(C#N)=C/c3ccc(O)c(O)c3)CC2)CC1
573,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
574,Cn1c(=O)cc(OCCCC(=O)Nc2cc(Br)ccn2)c2ccccc21
575,CC1(C)C(=O)CC[C@@]2(C)C1C[C@@H](O)[C@@]1(C)C3=CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CCC21
576,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC
577,CCCSc1nc(N[C@@H]2C[C@@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@H](O)[C@H]3O)c2n1
578,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
579,COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1
580,CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1
581,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O
582,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C
583,CC(C)(C)C#Cc1cc(N(C(=O)[C@H]2CC[C@H](C)CC2)[C@H]2CC[C@@H](O)CC2)c(C(=O)O)s1
584,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@@H](Cc1ccc(OC(=O)c5ccc([N+](=O)[O-])cc5)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4
585,CC(N)C1CCC(C(=O)Nc2ccncc2)CC1
586,CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O
587,CN(Cc1ccccc1)C(=O)C(Cc1ccc2ccccc2c1)NC(=O)C1CCCN1C(=O)Nc1ccccc1[N+](=O)[O-]
588,O=C1NC(=O)C(=Cc2ccc3nccc(-c4ccncc4)c3c2)S1
589,O=C(C=Cn1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1
590,CC(=O)O[C@@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
591,CC1(C)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1
592,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
593,CC(C)=CCOc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1
594,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12
595,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1
596,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
597,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
598,O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1
599,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(=N)NC3CCS(=O)(=O)CC3)cc2c1=O
600,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1
601,COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1
602,O=C(O)c1ccc(NCc2nc3cc4ccccc4cc3[nH]2)cc1
603,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1
604,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O
605,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
606,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1
607,Cc1[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1
608,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
609,CC(C)N1C(=O)S/C(=C/c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O
610,OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)C(O)[C@H]1O
611,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
612,CO[C@]12[C@@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1N[C@H]12
613,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O
614,C=C1C(=O)CC2CC3OC3(C)CCC3OC3(C)C[C@H](OC(C)=O)C1C2(C)C
615,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1
616,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
617,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc21
618,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
619,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
620,CCCNC(=O)N1[C@H](C#N)[C@H](c2ccc(C3=CCCCC3)cc2)[C@H]1CO
621,Cc1cc(Nc2cc(Cl)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1
622,O=C(O)c1ccc(OCCn2ccnc2)cc1
623,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1
624,CC(=O)NC1=NN(C(C)=O)C(C)(c2ccccc2)S1
625,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)C=C(C)[C@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
626,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
627,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
628,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O
629,COc1ccc(CN(C)C[C@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1
630,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1
631,CN(C)CCC=C1c2ccccc2CCc2ccccc21
632,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
633,Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C
634,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1
635,CC(=NNc1nnc2c(n1)[nH]c1c(C)cccc12)c1ccccn1
636,COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1
637,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1C[C@H](N)[C@H](O)[C@H](C)O1
638,CS(=O)(=O)Oc1ccc2c(NC(N)=O)c(C(=O)c3ccc(Cl)cc3Cl)oc2c1
639,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
640,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1
641,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C
642,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC
643,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
644,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
645,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
646,CCN(C[C@H]1N[C@@H](CO)[C@@H]1c1ccc(C2=CCCC2)cc1)C(=O)c1cccnc1
647,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
648,O=C1NC(=S)S/C1=C/c1cc(Br)ccc1OCc1ccccc1Br
649,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C
650,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
651,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
652,Nc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccncc2)s1
653,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
654,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
655,CCCCCCCCCCCC1C(=O)C(=O)CC(=O)C1=O
656,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1
657,COc1ccc(OC)c(-c2nnc3n2N=C(c2ccc(OC)c(OC)c2)CS3)c1
658,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
659,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1
660,CC(Oc1ccc(O)cc1)(P(=O)(O)O)P(=O)(O)O
661,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
662,CC(=O)N[C@H]1C[C@@H](C(=O)Nc2cc(-c3ccc(F)cc3)ccc2N)C1
663,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
664,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
665,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2
666,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2C1=NO
667,COc1ccccc1-c1cc2nc(-c3ccccc3)cc(N3CCN(C(=O)c4ccoc4)CC3)n2n1
668,O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1
669,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1
670,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1
671,CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21
672,O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1cccnc1
673,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl
674,CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
675,COc1ccc(-n2nc3c4c([nH]cc-3c2=O)CCCCC4)cc1
676,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
677,O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1
678,COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1
679,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
680,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
681,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1
682,CC1(C)C=C2C(=[N+]([O-])c3cc4c(cc32)C=CC(C)(C)O4)C(C)(C)C1
683,COC[C@H]([C@@H](O)[C@@H](O)C(=O)NCC[C@@H](C)c1nc(/C=C/C[C@H]2OC3(C[C@H](O)[C@H]2C)OC([C@@H](C[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)/C=C(C)/C(C)=C/C=C/C(C)=CC#N)OC)[C@@H](OP(=O)(O)O)C3(C)C)co1)N(C)C
684,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
685,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1
686,CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1
687,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
688,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1
689,Cc1cn[nH]c1
690,CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(N[C@H]2CC[C@H](O)CC2)n1
691,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
692,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
693,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1
694,CCc1cc(-c2n[nH]c(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O
695,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@H](O)[C@@H]1O
696,COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O
697,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12
698,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
699,Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1
700,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1
701,Fc1ccc(Cl)cc1-c1nc(Nc2ccncc2)c2nccnc2n1
