"","x"
"514","DOSVAL002_A549_24H:BRD-K99999497:10"
"515","DOSVAL003_A549_24H:BRD-A19037878:10"
"516","DOSVAL003_A549_24H:BRD-A61304759:10"
"517","DOSVAL003_A549_24H:BRD-A79768653:10"
"518","DOSVAL003_A549_24H:BRD-K06852269:10"
"519","DOSVAL003_A549_24H:BRD-K07004447:10"
"520","DOSVAL003_A549_24H:BRD-K10211010:10"
"521","DOSVAL003_A549_24H:BRD-K20834925:10"
"522","DOSVAL003_A549_24H:BRD-K22428007:10"
"523","DOSVAL003_A549_24H:BRD-K33218708:10"
"524","DOSVAL003_A549_24H:BRD-K35468722:10"
"525","DOSVAL003_A549_24H:BRD-K49111930:10"
"526","DOSVAL003_A549_24H:BRD-K61734568:10"
"527","DOSVAL003_A549_24H:BRD-K71752918:10"
"528","DOSVAL003_A549_24H:BRD-K75295174:10"
"529","DOSVAL003_A549_24H:BRD-K81418486:10"
"530","DOSVAL003_A549_24H:BRD-K88114291:10"
"531","DOSVAL003_A549_24H:BRD-K88378636:10"
"532","DOSVAL003_A549_24H:BRD-K89824424:10"
"533","DOSVAL004_A549_24H:BRD-A13084692:10"
"534","DOSVAL004_A549_24H:BRD-A61304759:10"
"535","DOSVAL004_A549_24H:BRD-A79768653:10"
"536","DOSVAL004_A549_24H:BRD-K28934562:10"
"537","DOSVAL004_A549_24H:BRD-K42197878:10"
"538","DOSVAL004_A549_24H:BRD-K50058777:10"
"539","DOSVAL004_A549_24H:BRD-K52981369:10"
"540","DOSVAL004_A549_24H:BRD-K59333713:10"
"541","DOSVAL004_A549_24H:BRD-K69503483:10"
"542","DOSVAL004_A549_24H:BRD-K75295174:10"
"543","DOSVAL004_A549_24H:BRD-K80786583:10"
"544","DOSVAL004_A549_24H:BRD-K81418486:10"
"545","DOSVAL004_A549_24H:BRD-K88378636:10"
"546","DOSVAL005_A549_24H:BRD-A19037878:10"
"547","DOSVAL005_A549_24H:BRD-A61304759:10"
"548","DOSVAL005_A549_24H:BRD-A79768653:10"
"549","DOSVAL005_A549_24H:BRD-K33217566:10"
"550","DOSVAL005_A549_24H:BRD-K34404012:10"
"551","DOSVAL005_A549_24H:BRD-K44732214:10"
"552","DOSVAL005_A549_24H:BRD-K45371861:10"
"553","DOSVAL005_A549_24H:BRD-K46574442:10"
"554","DOSVAL005_A549_24H:BRD-K49477330:10"
"555","DOSVAL005_A549_24H:BRD-K63000292:10"
"556","DOSVAL005_A549_24H:BRD-K64645183:10"
"557","DOSVAL005_A549_24H:BRD-K66497480:10"
"558","DOSVAL005_A549_24H:BRD-K66814954:10"
"559","DOSVAL005_A549_24H:BRD-K70836798:10"
"560","DOSVAL005_A549_24H:BRD-K70875408:10"
"561","DOSVAL005_A549_24H:BRD-K74381836:10"
"562","DOSVAL005_A549_24H:BRD-K74461819:10"
"563","DOSVAL005_A549_24H:BRD-K75295174:10"
"564","DOSVAL005_A549_24H:BRD-K78133682:10"
"565","DOSVAL005_A549_24H:BRD-K81418486:10"
"566","DOSVAL005_A549_24H:BRD-K84336660:10"
"567","DOSVAL005_A549_24H:BRD-K86354270:10"
"568","DOSVAL005_A549_24H:BRD-K87125912:10"
"569","DOSVAL005_A549_24H:BRD-K88378636:10"
"570","DOSVAL005_A549_24H:BRD-K91663486:10"
"571","DOSVAL006_A549_24H:BRD-A13084692:10"
"572","DOSVAL006_A549_24H:BRD-A19037878:10"
"573","DOSVAL006_A549_24H:BRD-A61304759:10"
"574","DOSVAL006_A549_24H:BRD-A79768653:10"
"575","DOSVAL006_A549_24H:BRD-K00540336:10"
"576","DOSVAL006_A549_24H:BRD-K00689442:10"
"577","DOSVAL006_A549_24H:BRD-K03568952:10"
"578","DOSVAL006_A549_24H:BRD-K19418153:10"
"579","DOSVAL006_A549_24H:BRD-K20197338:10"
"580","DOSVAL006_A549_24H:BRD-K21680192:10"
"581","DOSVAL006_A549_24H:BRD-K23018071:10"
"582","DOSVAL006_A549_24H:BRD-K29251608:10"
"583","DOSVAL006_A549_24H:BRD-K60756411:10"
"584","DOSVAL006_A549_24H:BRD-K63423329:10"
"585","DOSVAL006_A549_24H:BRD-K75295174:10"
"586","DOSVAL006_A549_24H:BRD-K77328005:10"
"587","DOSVAL006_A549_24H:BRD-K81418486:10"
"588","DOSVAL006_A549_24H:BRD-K87434936:10"
"589","DOSVAL006_A549_24H:BRD-K88378636:10"
"590","DOSVAL006_A549_24H:BRD-K93112400:10"
"591","DPK.CP001_A549_24H:BRD-A12230535:10"
"592","DPK.CP001_A549_24H:BRD-A49035384:10"
"593","DPK.CP001_A549_24H:BRD-A64933752:10"
"594","DPK.CP001_A549_24H:BRD-A68930007:10"
"595","DPK.CP001_A549_24H:BRD-K13112821:10"
"596","DPK.CP001_A549_24H:BRD-K13533483:10"
"597","DPK.CP001_A549_24H:BRD-K28307902:10"
"598","DPK.CP001_A549_24H:BRD-K30577245:10"
"599","DPK.CP001_A549_24H:BRD-K35189033:10"
"600","DPK.CP001_A549_24H:BRD-K35240538:10"
"601","DPK.CP001_A549_24H:BRD-K47635719:10"
"602","DPK.CP001_A549_24H:BRD-K49522529:10"
"603","DPK.CP001_A549_24H:BRD-K53972329:10"
"604","DPK.CP001_A549_24H:BRD-K57886322:10"
"605","DPK.CP001_A549_24H:BRD-K69608737:10"
"606","DPK.CP001_A549_24H:BRD-K70401845:10"
"607","DPK.CP001_A549_24H:BRD-K77830450:10"
"608","DPK.CP001_A549_24H:BRD-K88510285:10"
"609","DPK.CP001_A549_24H:BRD-K93923542:10"
"610","DPK.CP001_A549_24H:BRD-K97365803:10"
"611","DPK.CP001_A549_24H:BRD-K98548675:10"
"612","ERAM001_A549_24H:BRD-A42699921:10"
"613","ERAM001_A549_24H:BRD-K65290449:10"
"614","ERBB2001_XC_24H:BRD-A19500257:10"
"615","ERBB2001_XC_24H:BRD-A39996500:10"
"616","ERBB2001_XC_24H:BRD-K21680192:10"
"617","ERBB2001_XC_24H:BRD-K88378636:10"
"618","ERBB2002_XC_24H:BRD-A19500257:10"
"619","ERBB2002_XC_24H:BRD-A39996500:10"
"620","ERBB2002_XC_24H:BRD-K88378636:10"
"621","HOG001_A549_24H:BRD-A13122391-001-01-9:10"
"622","HOG001_A549_24H:BRD-A15079084-001-02-9:10"
"623","HOG001_A549_24H:BRD-A19500257-001-01-3:10"
"624","HOG001_A549_24H:BRD-A19500257-001-04-7:10"
"625","HOG001_A549_24H:BRD-A19633847-050-20-6:10"
"626","HOG001_A549_24H:BRD-A28105619-001-01-3:10"
"627","HOG001_A549_24H:BRD-A45889380-300-04-8:10"
"628","HOG001_A549_24H:BRD-A52650764-001-01-0:10"
"629","HOG001_A549_24H:BRD-A61304759-001-01-0:10"
"630","HOG001_A549_24H:BRD-A75409952-001-01-6:10"
"631","HOG001_A549_24H:BRD-A75409952-001-05-7:10"
"632","HOG001_A549_24H:BRD-A75517195-001-01-3:10"
"633","HOG001_A549_24H:BRD-A84481105-003-17-2:10"
"634","HOG001_A549_24H:BRD-K01737880-001-02-2:10"
"635","HOG001_A549_24H:BRD-K16406336-311-01-2:10"
"636","HOG001_A549_24H:BRD-K24132293-001-16-0:10"
"637","HOG001_A549_24H:BRD-K59369769-001-05-4:10"
"638","HOG001_A549_24H:BRD-K63923597-001-05-0:10"
"639","HOG001_A549_24H:BRD-K74402642-003-01-2:10"
"640","HOG001_A549_24H:BRD-K81418486-001-32-7:10"
"641","HOG001_A549_24H:BRD-K88378636-001-02-8:10"
"642","HOG001_A549_24H:BRD-K92317137-001-04-0:10"
"643","HOG002_A549_24H:BRD-A02481876-001-09-9:10"
"644","HOG002_A549_24H:BRD-A19500257-001-01-3:10"
"645","HOG002_A549_24H:BRD-A35588707-001-04-8:10"
"646","HOG002_A549_24H:BRD-A61304759-001-01-0:10"
"647","HOG002_A549_24H:BRD-A75409952-001-01-6:10"
"648","HOG002_A549_24H:BRD-A79768653-001-02-1:10"
"649","HOG002_A549_24H:BRD-K05649647-001-03-7:10"
"650","HOG002_A549_24H:BRD-K05653692-003-04-7:10"
"651","HOG002_A549_24H:BRD-K12184916-001-04-8:10"
"652","HOG002_A549_24H:BRD-K15563106-001-08-1:10"
"653","HOG002_A549_24H:BRD-K20755323-001-02-6:10"
"654","HOG002_A549_24H:BRD-K21680192-300-10-2:10"
"655","HOG002_A549_24H:BRD-K27305650-001-10-9:10"
"656","HOG002_A549_24H:BRD-K28296557-005-14-6:10"
"657","HOG002_A549_24H:BRD-K41859756-001-01-9:10"
"658","HOG002_A549_24H:BRD-K68202742-001-10-8:10"
"659","HOG002_A549_24H:BRD-K81418486-001-32-7:10"
"660","HOG002_A549_24H:BRD-K88378636-001-02-8:10"
"661","HOG002_A549_24H:BRD-K92093830-003-18-3:10"
"662","HOG003_A549_24H:BRD-A18763547-300-04-8:10"
"663","HOG003_A549_24H:BRD-A19500257-001-01-3:10"
"664","HOG003_A549_24H:BRD-A47829399-001-01-1:10"
"665","HOG003_A549_24H:BRD-A61304759-001-01-0:10"
"666","HOG003_A549_24H:BRD-A71390734-001-01-7:10"
"667","HOG003_A549_24H:BRD-A75409952-001-01-6:10"
"668","HOG003_A549_24H:BRD-K01121114-001-01-9:10"
"669","HOG003_A549_24H:BRD-K01976263-003-04-5:10"
"670","HOG003_A549_24H:BRD-K06792661-001-01-9:10"
"671","HOG003_A549_24H:BRD-K09499853-305-01-1:10"
"672","HOG003_A549_24H:BRD-K22503835-001-06-0:10"
"673","HOG003_A549_24H:BRD-K61314889-001-01-0:10"
"674","HOG003_A549_24H:BRD-K68202742-001-10-8:10"
"675","HOG003_A549_24H:BRD-K78126613-001-16-0:10"
"676","HOG003_A549_24H:BRD-K81418486-001-32-7:10"
"677","HOG003_A549_24H:BRD-K88378636-001-02-8:10"
"678","LKCP001_A549_24H:A04"
"679","LKCP001_A549_24H:A07"
"680","LKCP001_A549_24H:A13"
"681","LKCP001_A549_24H:A22"
"682","LKCP001_A549_24H:B07"
"683","LKCP001_A549_24H:B10"
"684","LKCP001_A549_24H:B13"
"685","LKCP001_A549_24H:B19"
"686","LKCP001_A549_24H:C01"
"687","LKCP001_A549_24H:C04"
"688","LKCP001_A549_24H:C07"
"689","LKCP001_A549_24H:C10"
"690","LKCP001_A549_24H:C13"
"691","LKCP001_A549_24H:C16"
"692","LKCP001_A549_24H:D04"
"693","LKCP001_A549_24H:D07"
"694","LKCP001_A549_24H:D10"
"695","LKCP001_A549_24H:D13"
"696","LKCP001_A549_24H:D22"
"697","LKCP001_A549_24H:E01"
"698","LKCP001_A549_24H:E04"
"699","LKCP001_A549_24H:E07"
"700","LKCP001_A549_24H:E10"
"701","LKCP001_A549_24H:F01"
"702","LKCP001_A549_24H:F04"
"703","LKCP001_A549_24H:F07"
"704","LKCP001_A549_24H:F10"
"705","LKCP001_A549_24H:F13"
"706","LKCP001_A549_24H:F22"
"707","LKCP001_A549_24H:G01"
"708","LKCP001_A549_24H:G04"
"709","LKCP001_A549_24H:G07"
"710","LKCP001_A549_24H:G10"
"711","LKCP001_A549_24H:G22"
"712","LKCP001_A549_24H:H07"
"713","LKCP001_A549_24H:H10"
"714","LKCP001_A549_24H:H13"
"715","LKCP001_A549_24H:H16"
"716","LKCP001_A549_24H:H19"
"717","LKCP001_A549_24H:I01"
"718","LKCP001_A549_24H:I07"
"719","LKCP001_A549_24H:I10"
"720","LKCP001_A549_24H:I13"
"721","LKCP001_A549_24H:I16"
"722","LKCP001_A549_24H:I19"
"723","LKCP001_A549_24H:J01"
"724","LKCP001_A549_24H:J04"
"725","LKCP001_A549_24H:J10"
"726","LKCP001_A549_24H:J13"
"727","LKCP001_A549_24H:J16"
"728","LKCP001_A549_24H:J22"
"729","LKCP001_A549_24H:K01"
"730","LKCP001_A549_24H:K13"
"731","LKCP001_A549_24H:K19"
"732","LKCP001_A549_24H:L01"
"733","LKCP001_A549_24H:L07"
"734","LKCP001_A549_24H:L10"
"735","LKCP001_A549_24H:L16"
"736","LKCP001_A549_24H:M01"
"737","LKCP001_A549_24H:M07"
"738","LKCP001_A549_24H:M13"
"739","LKCP001_A549_24H:M16"
"740","LKCP001_A549_24H:M19"
"741","LKCP001_A549_24H:N04"
"742","LKCP001_A549_24H:N13"
"743","LKCP001_A549_24H:N16"
"744","LKCP001_A549_24H:N19"
"745","LKCP001_A549_24H:O07"
"746","LKCP001_A549_24H:O10"
"747","LKCP001_A549_24H:O13"
"748","LKCP001_A549_24H:O16"
"749","LKCP001_A549_24H:O19"
"750","LKCP001_A549_24H:O22"
"751","LKCP001_A549_24H:P01"
"752","LKCP001_A549_24H:P04"
"753","LKCP001_A549_24H:P07"
"754","LKCP001_A549_24H:P10"
"755","LKCP001_A549_24H:P13"
"756","LKCP001_A549_24H:P19"
"757","LKCP001_A549_24H:P22"
"758","LKCP002_A549_24H:A07"
"759","LKCP002_A549_24H:A10"
"760","LKCP002_A549_24H:A19"
"761","LKCP002_A549_24H:B07"
"762","LKCP002_A549_24H:B10"
"763","LKCP002_A549_24H:B19"
"764","LKCP002_A549_24H:C01"
"765","LKCP002_A549_24H:C07"
"766","LKCP002_A549_24H:C10"
"767","LKCP002_A549_24H:D10"
"768","LKCP002_A549_24H:D16"
"769","LKCP002_A549_24H:D19"
"770","LKCP002_A549_24H:D22"
"771","LKCP002_A549_24H:E04"
"772","LKCP002_A549_24H:E07"
"773","LKCP002_A549_24H:E16"
"774","LKCP002_A549_24H:F01"
"775","LKCP002_A549_24H:F04"
"776","LKCP002_A549_24H:F07"
"777","LKCP002_A549_24H:F10"
"778","LKCP002_A549_24H:F13"
"779","LKCP002_A549_24H:F19"
"780","LKCP002_A549_24H:G19"
"781","LKCP002_A549_24H:G22"
"782","LKCP002_A549_24H:H04"
"783","LKCP002_A549_24H:H07"
"784","LKCP002_A549_24H:H16"
"785","LKCP002_A549_24H:I01"
"786","LKCP002_A549_24H:I04"
"787","LKCP002_A549_24H:I07"
"788","LKCP002_A549_24H:I10"
"789","LKCP002_A549_24H:I13"
"790","LKCP002_A549_24H:I19"
"791","LKCP002_A549_24H:I22"
"792","LKCP002_A549_24H:J01"
"793","LKCP002_A549_24H:J10"
"794","LKCP002_A549_24H:J13"
"795","LKCP002_A549_24H:J16"
"796","LKCP002_A549_24H:J19"
"797","LKCP002_A549_24H:K04"
"798","LKCP002_A549_24H:K13"
"799","LKCP002_A549_24H:K19"
"800","LKCP002_A549_24H:K22"
"801","LKCP002_A549_24H:L13"
"802","LKCP002_A549_24H:M01"
"803","LKCP002_A549_24H:M04"
"804","LKCP002_A549_24H:M07"
"805","LKCP002_A549_24H:M16"
"806","LKCP002_A549_24H:M22"
"807","LKCP002_A549_24H:N07"
"808","LKCP002_A549_24H:N10"
"809","LKCP002_A549_24H:N13"
"810","LKCP002_A549_24H:N22"
"811","LKCP002_A549_24H:O07"
"812","LKCP002_A549_24H:P01"
"813","LKCP002_A549_24H:P07"
"814","LKCP002_A549_24H:P13"
"815","LKCP002_A549_24H:P16"
"816","LKCP002_A549_24H:P19"
"817","LKCP002_A549_24H:P22"
"818","LUNG001_A549_24H:BRD-A01317026:10"
"819","LUNG001_A549_24H:BRD-A04308630:10"
"820","LUNG001_A549_24H:BRD-A09722536:10"
"821","LUNG001_A549_24H:BRD-A10523515:10"
"822","LUNG001_A549_24H:BRD-A11007541:10"
"823","LUNG001_A549_24H:BRD-A11702965:10"
"824","LUNG001_A549_24H:BRD-A19500257:10"
"825","LUNG001_A549_24H:BRD-A20697603:10"
"826","LUNG001_A549_24H:BRD-A30655177:10"
"827","LUNG001_A549_24H:BRD-A32161980:10"
"828","LUNG001_A549_24H:BRD-A36707673:10"
"829","LUNG001_A549_24H:BRD-A37837077:10"
"830","LUNG001_A549_24H:BRD-A39646320:10"
"831","LUNG001_A549_24H:BRD-A39996500:10"
"832","LUNG001_A549_24H:BRD-A41145729:10"
"833","LUNG001_A549_24H:BRD-A45664787:10"
"834","LUNG001_A549_24H:BRD-A52193669:10"
"835","LUNG001_A549_24H:BRD-A52886023:10"
"836","LUNG001_A549_24H:BRD-A55756846:10"
"837","LUNG001_A549_24H:BRD-A59985574:10"
"838","LUNG001_A549_24H:BRD-A67605442:10"
"839","LUNG001_A549_24H:BRD-A67748489:10"
"840","LUNG001_A549_24H:BRD-A68631409:10"
"841","LUNG001_A549_24H:BRD-A74904029:10"
"842","LUNG001_A549_24H:BRD-A75931230:10"
"843","LUNG001_A549_24H:BRD-A76019558:10"
"844","LUNG001_A549_24H:BRD-A81177136:10"
"845","LUNG001_A549_24H:BRD-A84327315:10"
"846","LUNG001_A549_24H:BRD-A93000692:10"
"847","LUNG001_A549_24H:BRD-A96799240:10"
"848","LUNG001_A549_24H:BRD-K01493881:10"
"849","LUNG001_A549_24H:BRD-K02130563:10"
"850","LUNG001_A549_24H:BRD-K02965346:10"
"851","LUNG001_A549_24H:BRD-K03670461:10"
"852","LUNG001_A549_24H:BRD-K03816923:10"
"853","LUNG001_A549_24H:BRD-K04548931:10"
"854","LUNG001_A549_24H:BRD-K04833372:10"
"855","LUNG001_A549_24H:BRD-K04877770:10"
"856","LUNG001_A549_24H:BRD-K05104363:10"
"857","LUNG001_A549_24H:BRD-K05977823:10"
"858","LUNG001_A549_24H:BRD-K06543683:10"
"859","LUNG001_A549_24H:BRD-K06750613:10"
"860","LUNG001_A549_24H:BRD-K06753942:10"
"861","LUNG001_A549_24H:BRD-K06854232:10"
"862","LUNG001_A549_24H:BRD-K07691486:10"
"863","LUNG001_A549_24H:BRD-K07881437:10"
"864","LUNG001_A549_24H:BRD-K08547377:10"
"865","LUNG001_A549_24H:BRD-K09790412:10"
"866","LUNG001_A549_24H:BRD-K10573841:10"
"867","LUNG001_A549_24H:BRD-K10916986:10"
"868","LUNG001_A549_24H:BRD-K11558771:10"
"869","LUNG001_A549_24H:BRD-K11636097:10"
"870","LUNG001_A549_24H:BRD-K12184916:10"
"871","LUNG001_A549_24H:BRD-K12244279:10"
"872","LUNG001_A549_24H:BRD-K13087974:10"
"873","LUNG001_A549_24H:BRD-K13514097:10"
"874","LUNG001_A549_24H:BRD-K13566078:10"
"875","LUNG001_A549_24H:BRD-K13646352:10"
"876","LUNG001_A549_24H:BRD-K14791739:10"
"877","LUNG001_A549_24H:BRD-K14880289:10"
"878","LUNG001_A549_24H:BRD-K15025317:10"
"879","LUNG001_A549_24H:BRD-K15108141:10"
"880","LUNG001_A549_24H:BRD-K15600710:10"
"881","LUNG001_A549_24H:BRD-K16478699:10"
"882","LUNG001_A549_24H:BRD-K16485616:10"
"883","LUNG001_A549_24H:BRD-K17306061:10"
"884","LUNG001_A549_24H:BRD-K17743125:10"
"885","LUNG001_A549_24H:BRD-K18787491:10"
"886","LUNG001_A549_24H:BRD-K19136521:10"
"887","LUNG001_A549_24H:BRD-K19540840:10"
"888","LUNG001_A549_24H:BRD-K21680192:10"
"889","LUNG001_A549_24H:BRD-K23192422:10"
"890","LUNG001_A549_24H:BRD-K23984367:10"
"891","LUNG001_A549_24H:BRD-K24576554:10"
"892","LUNG001_A549_24H:BRD-K24656285:10"
"893","LUNG001_A549_24H:BRD-K25311561:10"
"894","LUNG001_A549_24H:BRD-K28428262:10"
"895","LUNG001_A549_24H:BRD-K29673530:10"
"896","LUNG001_A549_24H:BRD-K29733039:10"
"897","LUNG001_A549_24H:BRD-K29905972:10"
"898","LUNG001_A549_24H:BRD-K30189597:10"
"899","LUNG001_A549_24H:BRD-K31342827:10"
"900","LUNG001_A549_24H:BRD-K32292990:10"
"901","LUNG001_A549_24H:BRD-K32610195:10"
"902","LUNG001_A549_24H:BRD-K32710582:10"
"903","LUNG001_A549_24H:BRD-K32836707:10"
"904","LUNG001_A549_24H:BRD-K33551950:10"
"905","LUNG001_A549_24H:BRD-K35687265:10"
"906","LUNG001_A549_24H:BRD-K36529613:10"
"907","LUNG001_A549_24H:BRD-K37270826:10"
"908","LUNG001_A549_24H:BRD-K37312348:10"
"909","LUNG001_A549_24H:BRD-K37720887:10"
"910","LUNG001_A549_24H:BRD-K37846922:10"
"911","LUNG001_A549_24H:BRD-K38251852:10"
"912","LUNG001_A549_24H:BRD-K39944607:10"
"913","LUNG001_A549_24H:BRD-K41859756:10"
"914","LUNG001_A549_24H:BRD-K41996876:10"
"915","LUNG001_A549_24H:BRD-K42095107:10"
"916","LUNG001_A549_24H:BRD-K42125900:10"
"917","LUNG001_A549_24H:BRD-K42500029:10"
"918","LUNG001_A549_24H:BRD-K43764301:10"
"919","LUNG001_A549_24H:BRD-K46212057:10"
"920","LUNG001_A549_24H:BRD-K47105409:10"
"921","LUNG001_A549_24H:BRD-K47150025:10"
"922","LUNG001_A549_24H:BRD-K47598052:10"
"923","LUNG001_A549_24H:BRD-K47832606:10"
"924","LUNG001_A549_24H:BRD-K47983010:10"
"925","LUNG001_A549_24H:BRD-K48935217:10"
"926","LUNG001_A549_24H:BRD-K49294207:10"
"927","LUNG001_A549_24H:BRD-K49685476:10"
"928","LUNG001_A549_24H:BRD-K49865102:10"
"929","LUNG001_A549_24H:BRD-K50140147:10"
"930","LUNG001_A549_24H:BRD-K50168500:10"
"931","LUNG001_A549_24H:BRD-K50590187:10"
"932","LUNG001_A549_24H:BRD-K51575138:10"
"933","LUNG001_A549_24H:BRD-K51967704:10"
"934","LUNG001_A549_24H:BRD-K52522949:10"
"935","LUNG001_A549_24H:BRD-K52911425:10"
"936","LUNG001_A549_24H:BRD-K53972329:10"
"937","LUNG001_A549_24H:BRD-K54472332:10"
"938","LUNG001_A549_24H:BRD-K55395145:10"
"939","LUNG001_A549_24H:BRD-K56301217:10"
"940","LUNG001_A549_24H:BRD-K56334280:10"
"941","LUNG001_A549_24H:BRD-K56957086:10"
"942","LUNG001_A549_24H:BRD-K57080016:10"
"943","LUNG001_A549_24H:BRD-K58772419:10"
"944","LUNG001_A549_24H:BRD-K59184148:10"
"945","LUNG001_A549_24H:BRD-K88378636:10"
"946","MOA001_A549_24H:A13"
"947","MOA001_A549_24H:C03"
"948","MOA001_A549_24H:C09"
"949","MOA001_A549_24H:C15"
"950","MOA001_A549_24H:E19"
"951","MOA001_A549_24H:G11"
"952","MOA001_A549_24H:G15"
"953","MOA001_A549_24H:G17"
"954","MOA001_A549_24H:G21"
"955","MOA001_A549_24H:I03"
"956","MOA001_A549_24H:I07"
"957","MOA001_A549_24H:K09"
"958","MOA001_A549_24H:M07"
"959","MOA001_A549_24H:M15"
"960","PBIOA013_A549_24H:C19"
"961","PBIOA013_A549_24H:C20"
"962","PBIOA013_A549_24H:C21"
"963","PBIOA013_A549_24H:C22"
"964","PBIOA013_A549_24H:C23"
"965","PBIOA013_A549_24H:C24"
"966","PBIOA013_A549_24H:D01"
"967","PBIOA013_A549_24H:F19"
"968","PBIOA013_A549_24H:G07"
"969","PBIOA013_A549_24H:G13"
"970","PBIOA013_A549_24H:G14"
"971","PBIOA013_A549_24H:G15"
"972","PBIOA013_A549_24H:G17"
"973","PBIOA013_A549_24H:G18"
"974","PBIOA013_A549_24H:K07"
"975","PBIOA013_A549_24H:K08"
"976","PBIOA013_A549_24H:K09"
"977","PBIOA013_A549_24H:K11"
"978","PBIOA013_A549_24H:K12"
"979","PBIOA013_A549_24H:L13"
"980","PBIOA013_A549_24H:L19"
"981","PBIOA013_A549_24H:N01"
"982","PBIOA013_A549_24H:O01"
"983","PBIOA013_A549_24H:O02"
"984","PBIOA013_A549_24H:O04"
"985","PBIOA013_A549_24H:O05"
"986","PBIOA013_A549_24H:O06"
"987","PBIOA013_A549_24H:O07"
"988","PBIOA014_A549_24H:A19"
"989","PBIOA014_A549_24H:B07"
"990","PBIOA014_A549_24H:B13"
"991","PBIOA014_A549_24H:B19"
"992","PBIOA014_A549_24H:C01"
"993","PBIOA014_A549_24H:C19"
"994","PBIOA014_A549_24H:D01"
"995","PBIOA014_A549_24H:G13"
"996","PBIOA014_A549_24H:G14"
"997","PBIOA014_A549_24H:G17"
"998","PBIOA014_A549_24H:H19"
"999","PBIOA014_A549_24H:I01"
"1000","PBIOA014_A549_24H:J19"
"1001","PBIOA014_A549_24H:K07"
"1002","PBIOA014_A549_24H:K08"
"1003","PBIOA014_A549_24H:K10"
"1004","PBIOA014_A549_24H:K11"
"1005","PBIOA014_A549_24H:K12"
"1006","PBIOA014_A549_24H:K13"
"1007","PBIOA014_A549_24H:K19"
"1008","PBIOA014_A549_24H:L01"
"1009","PBIOA014_A549_24H:L19"
"1010","PBIOA014_A549_24H:M01"
"1011","PBIOA014_A549_24H:O01"
"1012","PBIOA014_A549_24H:O02"
"1013","PBIOA014_A549_24H:O03"
"1014","PBIOA014_A549_24H:O04"
"1015","PBIOA014_A549_24H:O05"
"1016","PBIOA014_A549_24H:O06"
"1017","PBIOA014_A549_24H:P13"
"1018","PBIOA015_A549_24H:A13"
"1019","PBIOA015_A549_24H:C19"
"1020","PBIOA015_A549_24H:C20"
"1021","PBIOA015_A549_24H:C21"
"1022","PBIOA015_A549_24H:C22"
"1023","PBIOA015_A549_24H:C24"
"1024","PBIOA015_A549_24H:D07"
"1025","PBIOA015_A549_24H:E13"
"1026","PBIOA015_A549_24H:G13"
"1027","PBIOA015_A549_24H:G14"
"1028","PBIOA015_A549_24H:G16"
"1029","PBIOA015_A549_24H:G17"
"1030","PBIOA015_A549_24H:G18"
"1031","PBIOA015_A549_24H:H13"
"1032","PBIOA015_A549_24H:H19"
"1033","PBIOA015_A549_24H:I01"
"1034","PBIOA015_A549_24H:I13"
"1035","PBIOA015_A549_24H:I19"
"1036","PBIOA015_A549_24H:J01"
"1037","PBIOA015_A549_24H:J07"
"1038","PBIOA015_A549_24H:K01"
"1039","PBIOA015_A549_24H:K07"
"1040","PBIOA015_A549_24H:K08"
"1041","PBIOA015_A549_24H:K09"
"1042","PBIOA015_A549_24H:K10"
"1043","PBIOA015_A549_24H:K11"
"1044","PBIOA015_A549_24H:K12"
"1045","PBIOA015_A549_24H:K19"
"1046","PBIOA015_A549_24H:M01"
"1047","PBIOA015_A549_24H:M07"
"1048","PBIOA015_A549_24H:M13"
"1049","PBIOA015_A549_24H:N07"
"1050","PBIOA015_A549_24H:O01"
"1051","PBIOA015_A549_24H:O02"
"1052","PBIOA015_A549_24H:O03"
"1053","PBIOA015_A549_24H:O04"
"1054","PBIOA015_A549_24H:O05"
"1055","PBIOA015_A549_24H:O07"
"1056","PBIOA015_A549_24H:O13"
"1057","PBIOA015_A549_24H:O19"
"1058","PBIOA015_A549_24H:P07"
"1059","PBIOA015_A549_24H:P13"
"1060","PBIOA015_A549_24H:P19"
"1061","PBIOA016_A549_24H:A07"
"1062","PBIOA016_A549_24H:A13"
"1063","PBIOA016_A549_24H:B07"
"1064","PBIOA016_A549_24H:C01"
"1065","PBIOA016_A549_24H:C19"
"1066","PBIOA016_A549_24H:C20"
"1067","PBIOA016_A549_24H:C21"
"1068","PBIOA016_A549_24H:C23"
"1069","PBIOA016_A549_24H:D07"
"1070","PBIOA016_A549_24H:F01"
"1071","PBIOA016_A549_24H:F19"
"1072","PBIOA016_A549_24H:G07"
"1073","PBIOA016_A549_24H:G13"
"1074","PBIOA016_A549_24H:G14"
"1075","PBIOA016_A549_24H:G15"
"1076","PBIOA016_A549_24H:G17"
"1077","PBIOA016_A549_24H:G18"
"1078","PBIOA016_A549_24H:H01"
"1079","PBIOA016_A549_24H:I07"
"1080","PBIOA016_A549_24H:I19"
"1081","PBIOA016_A549_24H:K07"
"1082","PBIOA016_A549_24H:K08"
"1083","PBIOA016_A549_24H:K09"
"1084","PBIOA016_A549_24H:K10"
"1085","PBIOA016_A549_24H:K11"
"1086","PBIOA016_A549_24H:K12"
"1087","PBIOA016_A549_24H:M01"
"1088","PBIOA016_A549_24H:N07"
"1089","PBIOA016_A549_24H:O01"
"1090","PBIOA016_A549_24H:O02"
