"","x"
"511","CPC014_MCF7_24H:BRD-K05104363-001-04-3:10"
"512","CPC014_MCF7_24H:BRD-K05804044-001-01-1:10"
"513","CPC014_MCF7_24H:BRD-K13087974-001-01-7:10"
"514","CPC014_MCF7_24H:BRD-K16485616-001-03-0:10"
"515","CPC014_MCF7_24H:BRD-K19540840-001-02-9:10"
"516","CPC014_MCF7_24H:BRD-K32111336-001-01-5:10"
"517","CPC014_MCF7_24H:BRD-K33551950-001-01-6:10"
"518","CPC014_MCF7_24H:BRD-K35483542-001-04-9:10"
"519","CPC014_MCF7_24H:BRD-K46212057-001-01-2:10"
"520","CPC014_MCF7_24H:BRD-K49685476-001-09-2:10"
"521","CPC014_MCF7_24H:BRD-K50387473-001-01-1:10"
"522","CPC014_MCF7_24H:BRD-K51313569-001-02-9:10"
"523","CPC014_MCF7_24H:BRD-K52751261-001-01-2:10"
"524","CPC014_MCF7_24H:BRD-K53561341-001-02-6:10"
"525","CPC014_MCF7_24H:BRD-K53972329-001-02-1:10"
"526","CPC014_MCF7_24H:BRD-K61480498-001-01-2:10"
"527","CPC014_MCF7_24H:BRD-K62459624-001-07-9:10"
"528","CPC014_MCF7_24H:BRD-K63068307-001-02-2:10"
"529","CPC014_MCF7_24H:BRD-K63923597-001-04-3:10"
"530","CPC014_MCF7_24H:BRD-K65258912-001-04-0:10"
"531","CPC014_MCF7_24H:BRD-K71879491-001-22-6:10"
"532","CPC014_MCF7_24H:BRD-K74514084-003-01-9:10"
"533","CPC014_MCF7_24H:BRD-K79404599-001-02-8:10"
"534","CPC014_MCF7_24H:BRD-K81418486:10"
"535","CPC014_MCF7_24H:BRD-K83972459-001-01-9:10"
"536","CPC014_MCF7_24H:BRD-K86930074-001-01-9:10"
"537","CPC014_MCF7_24H:BRD-K87730440-001-01-9:10"
"538","CPC014_MCF7_24H:BRD-K89014967-001-01-9:10"
"539","CPC014_MCF7_24H:BRD-K91701654-001-01-5:10"
"540","CPC014_MCF7_24H:BRD-K94018295-001-06-5:10"
"541","CPC014_MCF7_24H:BRD-K94294671-003-01-3:10"
"542","CPC014_MCF7_24H:BRD-K98381590-001-01-6:10"
"543","CPC014_MCF7_24H:BRD-K99616396-001-01-0:10"
"544","CPC015_MCF7_24H:BRD-A01593789-001-02-3:10"
"545","CPC015_MCF7_24H:BRD-A06352418-001-15-0:10"
"546","CPC015_MCF7_24H:BRD-A19037878:10"
"547","CPC015_MCF7_24H:BRD-A22143024-231-02-0:10"
"548","CPC015_MCF7_24H:BRD-A33447119-001-03-3:10"
"549","CPC015_MCF7_24H:BRD-A34205397-001-03-7:10"
"550","CPC015_MCF7_24H:BRD-A34751532-001-04-4:10"
"551","CPC015_MCF7_24H:BRD-A48570745-001-01-1:10"
"552","CPC015_MCF7_24H:BRD-A50675702-001-04-8:10"
"553","CPC015_MCF7_24H:BRD-A50737080-001-01-4:10"
"554","CPC015_MCF7_24H:BRD-A51820102-008-16-4:10"
"555","CPC015_MCF7_24H:BRD-A55416093-001-03-1:10"
"556","CPC015_MCF7_24H:BRD-A55594068-065-03-1:10"
"557","CPC015_MCF7_24H:BRD-A57382968-001-18-3:10"
"558","CPC015_MCF7_24H:BRD-A66559694-001-03-8:10"
"559","CPC015_MCF7_24H:BRD-A70649075-008-17-5:10"
"560","CPC015_MCF7_24H:BRD-A75409952:10"
"561","CPC015_MCF7_24H:BRD-A83326220-001-04-2:10"
"562","CPC015_MCF7_24H:BRD-A93206962-001-01-2:10"
"563","CPC015_MCF7_24H:BRD-K02581333-001-01-8:10"
"564","CPC015_MCF7_24H:BRD-K04218075-048-03-4:10"
"565","CPC015_MCF7_24H:BRD-K06593056-001-01-4:10"
"566","CPC015_MCF7_24H:BRD-K09416995-001-21-7:10"
"567","CPC015_MCF7_24H:BRD-K09537769-001-02-4:10"
"568","CPC015_MCF7_24H:BRD-K10995081-001-15-4:10"
"569","CPC015_MCF7_24H:BRD-K12539581-001-14-6:10"
"570","CPC015_MCF7_24H:BRD-K14920963-304-01-9:10"
"571","CPC015_MCF7_24H:BRD-K19136521-001-03-0:10"
"572","CPC015_MCF7_24H:BRD-K22503835-001-06-0:10"
"573","CPC015_MCF7_24H:BRD-K28168037-001-01-3:10"
"574","CPC015_MCF7_24H:BRD-K33818169-003-01-2:10"
"575","CPC015_MCF7_24H:BRD-K34014345-001-03-4:10"
"576","CPC015_MCF7_24H:BRD-K36198571-001-01-2:10"
"577","CPC015_MCF7_24H:BRD-K39120595-304-03-9:10"
"578","CPC015_MCF7_24H:BRD-K39987650-001-15-9:10"
"579","CPC015_MCF7_24H:BRD-K41731458-001-04-5:10"
"580","CPC015_MCF7_24H:BRD-K43068349-001-01-9:10"
"581","CPC015_MCF7_24H:BRD-K43744935-048-01-6:10"
"582","CPC015_MCF7_24H:BRD-K52075715-001-03-4:10"
"583","CPC015_MCF7_24H:BRD-K70327191-001-01-4:10"
"584","CPC015_MCF7_24H:BRD-K70505054-001-02-9:10"
"585","CPC015_MCF7_24H:BRD-K70914287-300-01-0:10"
"586","CPC015_MCF7_24H:BRD-K71103788-003-04-7:10"
"587","CPC015_MCF7_24H:BRD-K79131256-001-08-8:10"
"588","CPC015_MCF7_24H:BRD-K79759585-048-01-4:10"
"589","CPC015_MCF7_24H:BRD-K81418486:10"
"590","CPC015_MCF7_24H:BRD-K82036761-003-07-0:10"
"591","CPC015_MCF7_24H:BRD-K88625236-001-03-4:10"
"592","CPC015_MCF7_24H:BRD-K93645900-001-04-8:10"
"593","CPC015_MCF7_24H:BRD-K93754473-048-10-3:10"
"594","CPC015_MCF7_24H:BRD-K95435023-001-01-0:10"
"595","CPC015_MCF7_24H:BRD-K97863768-001-02-8:10"
"596","CPC016_MCF7_24H:BRD-A06276885-003-01-1:10"
"597","CPC016_MCF7_24H:BRD-A06352508-001-02-9:10"
"598","CPC016_MCF7_24H:BRD-A10420615-001-03-6:10"
"599","CPC016_MCF7_24H:BRD-A11678676-001-03-4:10"
"600","CPC016_MCF7_24H:BRD-A19037878:10"
"601","CPC016_MCF7_24H:BRD-A19195498-050-09-1:10"
"602","CPC016_MCF7_24H:BRD-A19500257:10"
"603","CPC016_MCF7_24H:BRD-A42649439-001-02-8:10"
"604","CPC016_MCF7_24H:BRD-A75409952:10"
"605","CPC016_MCF7_24H:BRD-A76528577-065-01-2:10"
"606","CPC016_MCF7_24H:BRD-A81795050-003-01-7:10"
"607","CPC016_MCF7_24H:BRD-A82371568-001-01-5:10"
"608","CPC016_MCF7_24H:BRD-A87479750-001-01-9:10"
"609","CPC016_MCF7_24H:BRD-K01567962-001-07-3:10"
"610","CPC016_MCF7_24H:BRD-K16664969-001-02-5:10"
"611","CPC016_MCF7_24H:BRD-K18742343-001-03-2:10"
"612","CPC016_MCF7_24H:BRD-K37691127-001-02-2:10"
"613","CPC016_MCF7_24H:BRD-K47598052-001-06-7:10"
"614","CPC016_MCF7_24H:BRD-K53523901-001-02-8:10"
"615","CPC016_MCF7_24H:BRD-K53913732-001-01-8:10"
"616","CPC016_MCF7_24H:BRD-K55468218-001-16-2:10"
"617","CPC016_MCF7_24H:BRD-K60487568-001-01-3:10"
"618","CPC016_MCF7_24H:BRD-K63675182-003-14-5:10"
"619","CPC016_MCF7_24H:BRD-K78844995-001-01-8:10"
"620","CPC016_MCF7_24H:BRD-K80970344-201-02-9:10"
"621","CPC016_MCF7_24H:BRD-K87510569-001-01-0:10"
"622","CPC016_MCF7_24H:BRD-K87696786-003-01-0:10"
"623","CPC016_MCF7_24H:BRD-K88677950-001-01-3:10"
"624","CPC016_MCF7_24H:BRD-K93658967-001-01-7:10"
"625","CPC016_MCF7_24H:BRD-K94441233-001-03-1:10"
"626","CPC016_MCF7_24H:BRD-K97365803-001-01-3:10"
"627","CPC016_MCF7_24H:BRD-K98143437-001-01-7:10"
"628","CPC017_MCF7_24H:BRD-A03816571-001-01-0:10"
"629","CPC017_MCF7_24H:BRD-A07875874-001-01-6:10"
"630","CPC017_MCF7_24H:BRD-A09828896-004-04-5:10"
"631","CPC017_MCF7_24H:BRD-A19037878:10"
"632","CPC017_MCF7_24H:BRD-A19500257:10"
"633","CPC017_MCF7_24H:BRD-A23723433-001-01-2:10"
"634","CPC017_MCF7_24H:BRD-A36151937-001-01-2:10"
"635","CPC017_MCF7_24H:BRD-A37704979-001-04-0:10"
"636","CPC017_MCF7_24H:BRD-A38030642-001-01-2:10"
"637","CPC017_MCF7_24H:BRD-A39522003-001-01-0:10"
"638","CPC017_MCF7_24H:BRD-A54927599-001-07-8:10"
"639","CPC017_MCF7_24H:BRD-A62184259-001-02-8:10"
"640","CPC017_MCF7_24H:BRD-A71262238-001-04-3:10"
"641","CPC017_MCF7_24H:BRD-A75409952:10"
"642","CPC017_MCF7_24H:BRD-A93236127-001-03-7:10"
"643","CPC017_MCF7_24H:BRD-K04976539-001-01-0:10"
"644","CPC017_MCF7_24H:BRD-K05151076-001-01-8:10"
"645","CPC017_MCF7_24H:BRD-K07691486-001-04-9:10"
"646","CPC017_MCF7_24H:BRD-K08502430-001-01-0:10"
"647","CPC017_MCF7_24H:BRD-K09549677-300-01-8:10"
"648","CPC017_MCF7_24H:BRD-K11927976-050-01-1:10"
"649","CPC017_MCF7_24H:BRD-K14618467-003-01-8:10"
"650","CPC017_MCF7_24H:BRD-K16233984-236-01-4:10"
"651","CPC017_MCF7_24H:BRD-K20287671-001-03-6:10"
"652","CPC017_MCF7_24H:BRD-K27665173-001-01-3:10"
"653","CPC017_MCF7_24H:BRD-K27737647-300-01-4:10"
"654","CPC017_MCF7_24H:BRD-K29950728-048-08-3:10"
"655","CPC017_MCF7_24H:BRD-K30240666-051-08-4:10"
"656","CPC017_MCF7_24H:BRD-K43330982-001-01-5:10"
"657","CPC017_MCF7_24H:BRD-K51276371-001-02-6:10"
"658","CPC017_MCF7_24H:BRD-K51816706-001-01-7:10"
"659","CPC017_MCF7_24H:BRD-K52620403-015-02-6:10"
"660","CPC017_MCF7_24H:BRD-K59469039-001-03-1:10"
"661","CPC017_MCF7_24H:BRD-K60476892-001-02-1:10"
"662","CPC017_MCF7_24H:BRD-K62353524-001-01-8:10"
"663","CPC017_MCF7_24H:BRD-K62609077-001-02-2:10"
"664","CPC017_MCF7_24H:BRD-K65814004-003-01-1:10"
"665","CPC017_MCF7_24H:BRD-K66707493-001-02-6:10"
"666","CPC017_MCF7_24H:BRD-K67298865-001-03-3:10"
"667","CPC017_MCF7_24H:BRD-K71726959-001-04-2:10"
"668","CPC017_MCF7_24H:BRD-K73391359-003-03-7:10"
"669","CPC017_MCF7_24H:BRD-K73397362-001-01-7:10"
"670","CPC017_MCF7_24H:BRD-K82823804-001-01-7:10"
"671","CPC017_MCF7_24H:BRD-K94176593-001-02-9:10"
"672","CPC018_MCF7_24H:BRD-A19500257:10"
"673","CPC018_MCF7_24H:BRD-A29082194-001-02-4:10"
"674","CPC018_MCF7_24H:BRD-A40431293-001-01-0:10"
"675","CPC018_MCF7_24H:BRD-A52530684-001-01-1:10"
"676","CPC018_MCF7_24H:BRD-A64290322-001-01-6:10"
"677","CPC018_MCF7_24H:BRD-A75409952:10"
"678","CPC018_MCF7_24H:BRD-A89337244-001-01-1:10"
"679","CPC018_MCF7_24H:BRD-A93255169-001-13-5:10"
"680","CPC018_MCF7_24H:BRD-K00312224-001-03-8:10"
"681","CPC018_MCF7_24H:BRD-K01648091-001-01-8:10"
"682","CPC018_MCF7_24H:BRD-K03015355-003-01-5:10"
"683","CPC018_MCF7_24H:BRD-K03816923-001-06-2:10"
"684","CPC018_MCF7_24H:BRD-K03842655-001-02-1:10"
"685","CPC018_MCF7_24H:BRD-K06234293-001-01-8:10"
"686","CPC018_MCF7_24H:BRD-K06712146-001-01-2:10"
"687","CPC018_MCF7_24H:BRD-K09132007-001-01-8:10"
"688","CPC018_MCF7_24H:BRD-K09602097-001-04-5:10"
"689","CPC018_MCF7_24H:BRD-K12057390-001-02-5:10"
"690","CPC018_MCF7_24H:BRD-K12244279-001-02-5:10"
"691","CPC018_MCF7_24H:BRD-K13169950-001-04-5:10"
"692","CPC018_MCF7_24H:BRD-K13544237-001-01-0:10"
"693","CPC018_MCF7_24H:BRD-K15567136-003-18-1:10"
"694","CPC018_MCF7_24H:BRD-K17415526-001-02-7:10"
"695","CPC018_MCF7_24H:BRD-K17561142-003-16-8:10"
"696","CPC018_MCF7_24H:BRD-K20742498-001-01-5:10"
"697","CPC018_MCF7_24H:BRD-K20755323-001-01-8:10"
"698","CPC018_MCF7_24H:BRD-K26997899-001-01-4:10"
"699","CPC018_MCF7_24H:BRD-K31542390-001-01-5:10"
"700","CPC018_MCF7_24H:BRD-K31792052-004-01-9:10"
"701","CPC018_MCF7_24H:BRD-K32292990-001-01-0:10"
"702","CPC018_MCF7_24H:BRD-K32501161-300-04-7:10"
"703","CPC018_MCF7_24H:BRD-K33308633-001-01-6:10"
"704","CPC018_MCF7_24H:BRD-K34170797-001-01-1:10"
"705","CPC018_MCF7_24H:BRD-K36055864-001-09-3:10"
"706","CPC018_MCF7_24H:BRD-K37270826-001-16-9:10"
"707","CPC018_MCF7_24H:BRD-K39256324-001-01-5:10"
"708","CPC018_MCF7_24H:BRD-K46419649-001-01-8:10"
"709","CPC018_MCF7_24H:BRD-K51318897-001-07-0:10"
"710","CPC018_MCF7_24H:BRD-K51662849-001-03-9:10"
"711","CPC018_MCF7_24H:BRD-K54233340-001-02-2:10"
"712","CPC018_MCF7_24H:BRD-K65285700-001-01-5:10"
"713","CPC018_MCF7_24H:BRD-K65503129-001-04-8:10"
"714","CPC018_MCF7_24H:BRD-K72895815-001-01-4:10"
"715","CPC018_MCF7_24H:BRD-K73290745-003-01-8:10"
"716","CPC018_MCF7_24H:BRD-K74305673-001-02-1:10"
"717","CPC018_MCF7_24H:BRD-K76304753-003-08-8:10"
"718","CPC018_MCF7_24H:BRD-K77830450-001-02-4:10"
"719","CPC018_MCF7_24H:BRD-K77987382-001-08-2:10"
"720","CPC018_MCF7_24H:BRD-K78126613-001-16-0:10"
"721","CPC018_MCF7_24H:BRD-K80431395-001-02-4:10"
"722","CPC018_MCF7_24H:BRD-K81418486:10"
"723","CPC018_MCF7_24H:BRD-K84996949-001-01-5:10"
"724","CPC018_MCF7_24H:BRD-K87158025-003-01-2:10"
"725","CPC018_MCF7_24H:BRD-K91263825-001-03-6:10"
"726","CPC018_MCF7_24H:BRD-K97399794-001-10-4:10"
"727","CPC018_MCF7_24H:BRD-K98548675-001-02-6:10"
"728","CPC019_MCF7_24H:BRD-A00420644-001-01-7:10"
"729","CPC019_MCF7_24H:BRD-A19500257:10"
"730","CPC019_MCF7_24H:BRD-A47832959-001-06-6:10"
"731","CPC019_MCF7_24H:BRD-A68061604-003-01-2:10"
"732","CPC019_MCF7_24H:BRD-A75409952:10"
"733","CPC019_MCF7_24H:BRD-K00007652-001-01-9:10"
"734","CPC019_MCF7_24H:BRD-K05197617-001-05-8:10"
"735","CPC019_MCF7_24H:BRD-K06405410-001-01-2:10"
"736","CPC019_MCF7_24H:BRD-K20123385-001-01-4:10"
"737","CPC019_MCF7_24H:BRD-K30849099-001-07-6:10"
"738","CPC019_MCF7_24H:BRD-K31856043-001-01-0:10"
"739","CPC019_MCF7_24H:BRD-K32238524-001-01-8:10"
"740","CPC019_MCF7_24H:BRD-K43226598-001-01-1:10"
"741","CPC019_MCF7_24H:BRD-K45232279-001-01-3:10"
"742","CPC019_MCF7_24H:BRD-K49010888-001-01-2:10"
"743","CPC019_MCF7_24H:BRD-K53610452-001-01-8:10"
"744","CPC019_MCF7_24H:BRD-K57678861-001-01-6:10"
"745","CPC019_MCF7_24H:BRD-K58479490-001-03-3:10"
"746","CPC019_MCF7_24H:BRD-K60070073-001-02-3:10"
"747","CPC019_MCF7_24H:BRD-K60297835-001-01-3:10"
"748","CPC019_MCF7_24H:BRD-K61105081-001-01-8:10"
"749","CPC019_MCF7_24H:BRD-K62818989-001-01-8:10"
"750","CPC019_MCF7_24H:BRD-K65904652-001-01-9:10"
"751","CPC019_MCF7_24H:BRD-K65983740-001-01-7:10"
"752","CPC019_MCF7_24H:BRD-K67090983-001-01-5:10"
"753","CPC019_MCF7_24H:BRD-K67870070-001-01-4:10"
"754","CPC019_MCF7_24H:BRD-K68007270-001-01-0:10"
"755","CPC019_MCF7_24H:BRD-K70714754-001-01-2:10"
"756","CPC019_MCF7_24H:BRD-K73945663-001-01-9:10"
"757","CPC019_MCF7_24H:BRD-K77480336-001-02-8:10"
"758","CPC019_MCF7_24H:BRD-K79459005-001-01-2:10"
"759","CPC019_MCF7_24H:BRD-K84450674-001-01-4:10"
"760","CPC019_MCF7_24H:BRD-K87387614-001-01-8:10"
"761","CPC019_MCF7_24H:BRD-K94544211-001-01-2:10"
"762","CPC019_MCF7_24H:BRD-K96076993-001-01-7:10"
"763","CPC019_MCF7_24H:BRD-K98834634-001-01-2:10"
"764","CPC019_MCF7_24H:BRD-K99502566-001-01-6:10"
"765","CPC020_MCF7_24H:BRD-A93393712-001-01-1:10"
"766","CPC020_MCF7_24H:BRD-K06009608-001-01-4:10"
"767","CPC020_MCF7_24H:BRD-K06666320-001-06-7:10"
"768","CPC020_MCF7_24H:BRD-K10995081-001-21-2:10"
"769","CPC020_MCF7_24H:BRD-K29950728-048-12-5:10"
"770","CPC020_MCF7_24H:BRD-K37194137-001-02-5:10"
"771","CPC020_MCF7_24H:BRD-K41775742-001-01-4:10"
"772","CPC020_MCF7_24H:BRD-K47869605-001-27-0:10"
"773","CPC020_MCF7_24H:BRD-K63630713-001-22-5:10"
"774","CPC020_MCF7_24H:BRD-K75308990-001-06-1:10"
"775","CPC020_MCF7_24H:BRD-K76723084-001-18-2:10"
"776","CPC020_MCF7_24H:BRD-K77987382-001-11-6:10"
"777","CPC020_MCF7_24H:BRD-K81514393-001-01-0:10"
"778","CPC020_MCF7_24H:BRD-K85660637-001-02-1:10"
"779","CPC020_MCF7_24H:BRD-K91601245-001-09-6:10"
"780","CPC020_MCF7_24H:BRD-K93034159-001-14-2:10"
"781","CPC020_MCF7_24H:BRD-K93754473-001-15-1:10"
"782","CPD001_MCF7_24H:BRD-A17828570-001-01-0:10"
"783","CPD001_MCF7_24H:BRD-A19633847-103-01-3:10"
"784","CPD001_MCF7_24H:BRD-A89585551-003-09-1:10"
"785","CPD001_MCF7_24H:BRD-K06926592-001-02-5:10"
"786","CPD001_MCF7_24H:BRD-K06926592-001-03-3:10"
"787","CPD001_MCF7_24H:BRD-K10995081-001-19-6:10"
"788","CPD001_MCF7_24H:BRD-K12539581-001-16-1:10"
"789","CPD001_MCF7_24H:BRD-K15916496-001-21-2:10"
"790","CPD001_MCF7_24H:BRD-K23933163-236-01-3:10"
"791","CPD001_MCF7_24H:BRD-K32821942-001-14-8:10"
"792","CPD001_MCF7_24H:BRD-K35960502-001-14-3:10"
"793","CPD001_MCF7_24H:BRD-K36660044-001-18-4:10"
"794","CPD001_MCF7_24H:BRD-K37249724-001-20-8:10"
"795","CPD001_MCF7_24H:BRD-K43744935-048-02-4:10"
"796","CPD001_MCF7_24H:BRD-K44094313-001-01-6:10"
"797","CPD001_MCF7_24H:BRD-K50406511-001-20-3:10"
"798","CPD001_MCF7_24H:BRD-K51318897-001-09-6:10"
"799","CPD001_MCF7_24H:BRD-K52256627-001-17-7:10"
"800","CPD001_MCF7_24H:BRD-K59456551-001-12-7:10"
"801","CPD001_MCF7_24H:BRD-K63630713-001-20-9:10"
"802","CPD001_MCF7_24H:BRD-K76634210-001-08-9:10"
"803","CPD001_MCF7_24H:BRD-K77987382-001-10-8:10"
"804","CPD001_MCF7_24H:BRD-K79131256-001-11-2:10"
"805","CPD001_MCF7_24H:BRD-K98763141-001-21-7:10"
"806","CPD002_MCF7_24H:BRD-A07893380-001-07-3:10"
"807","CPD002_MCF7_24H:BRD-A10662413-043-06-2:10"
"808","CPD002_MCF7_24H:BRD-A19037878:10"
"809","CPD002_MCF7_24H:BRD-A19500257:10"
"810","CPD002_MCF7_24H:BRD-A22256192-003-18-5:10"
"811","CPD002_MCF7_24H:BRD-A23689620-001-01-8:10"
"812","CPD002_MCF7_24H:BRD-A30815329-001-04-8:10"
"813","CPD002_MCF7_24H:BRD-A31159102-003-21-3:10"
"814","CPD002_MCF7_24H:BRD-A33711280-003-02-3:10"
"815","CPD002_MCF7_24H:BRD-A64610707-001-01-0:10"
"816","CPD002_MCF7_24H:BRD-A75409952:10"
"817","CPD002_MCF7_24H:BRD-A97730597-003-08-1:10"
"818","CPD002_MCF7_24H:BRD-K03222093-001-01-8:10"
"819","CPD002_MCF7_24H:BRD-K04949373-001-01-6:10"
"820","CPD002_MCF7_24H:BRD-K08547377-394-01-9:10"
"821","CPD002_MCF7_24H:BRD-K13044802-213-15-7:10"
"822","CPD002_MCF7_24H:BRD-K13183738-317-07-8:10"
"823","CPD002_MCF7_24H:BRD-K14349461-003-09-9:10"
"824","CPD002_MCF7_24H:BRD-K17113870-001-01-2:10"
"825","CPD002_MCF7_24H:BRD-K18812295-001-04-9:10"
"826","CPD002_MCF7_24H:BRD-K18910433-001-21-8:10"
"827","CPD002_MCF7_24H:BRD-K25224017-001-19-3:10"
"828","CPD002_MCF7_24H:BRD-K26104851-001-15-3:10"
"829","CPD002_MCF7_24H:BRD-K27062708-001-18-1:10"
"830","CPD002_MCF7_24H:BRD-K33106058-001-10-1:10"
"831","CPD002_MCF7_24H:BRD-K36760124-001-01-1:10"
"832","CPD002_MCF7_24H:BRD-K39987650-001-18-3:10"
"833","CPD002_MCF7_24H:BRD-K40476324-001-01-6:10"
"834","CPD002_MCF7_24H:BRD-K47036706-001-01-9:10"
"835","CPD002_MCF7_24H:BRD-K52075715-001-04-2:10"
"836","CPD002_MCF7_24H:BRD-K55106630-001-01-0:10"
"837","CPD002_MCF7_24H:BRD-K60507178-001-01-0:10"
"838","CPD002_MCF7_24H:BRD-K69116396-001-01-7:10"
"839","CPD002_MCF7_24H:BRD-K71289571-001-07-2:10"
"840","CPD002_MCF7_24H:BRD-K72723676-003-12-9:10"
"841","CPD002_MCF7_24H:BRD-K73391359-003-07-8:10"
"842","CPD002_MCF7_24H:BRD-K81418486:10"
"843","CPD002_MCF7_24H:BRD-K81601344-001-03-1:10"
"844","CPD002_MCF7_24H:BRD-K84443303-001-01-8:10"
"845","CPD002_MCF7_24H:BRD-K86284654-001-01-9:10"
"846","CPD002_MCF7_24H:BRD-K90699611-001-01-4:10"
"847","CPD002_MCF7_24H:BRD-K92093830-003-21-7:10"
"848","CPD002_MCF7_24H:BRD-K92923799-001-01-0:10"
"849","CPD002_MCF7_24H:BRD-K96390176-001-01-1:10"
"850","CPD002_MCF7_24H:BRD-K97521363-001-10-4:10"
"851","CPD003_MCF7_24H:A03"
"852","CPD003_MCF7_24H:A04"
"853","CPD003_MCF7_24H:A08"
"854","CPD003_MCF7_24H:B03"
"855","CPD003_MCF7_24H:B04"
"856","CPD003_MCF7_24H:B11"
"857","CPD003_MCF7_24H:B12"
"858","CPD003_MCF7_24H:C01"
"859","CPD003_MCF7_24H:C06"
"860","CPD003_MCF7_24H:D02"
"861","CPD003_MCF7_24H:D11"
"862","CPD003_MCF7_24H:D14"
"863","CPD003_MCF7_24H:E13"
"864","CPD003_MCF7_24H:E14"
"865","CPD003_MCF7_24H:E21"
"866","CPD003_MCF7_24H:F09"
"867","CPD003_MCF7_24H:F12"
"868","CPD003_MCF7_24H:F13"
"869","CPD003_MCF7_24H:F17"
"870","CPD003_MCF7_24H:F18"
"871","CPD003_MCF7_24H:F22"
"872","CPD003_MCF7_24H:F24"
"873","CPD003_MCF7_24H:G01"
"874","CPD003_MCF7_24H:G06"
"875","CPD003_MCF7_24H:G18"
"876","CPD003_MCF7_24H:G21"
"877","CPD003_MCF7_24H:H06"
"878","CPD003_MCF7_24H:H07"
"879","CPD003_MCF7_24H:H17"
"880","CPD003_MCF7_24H:H20"
"881","CPD003_MCF7_24H:H22"
"882","CPD003_MCF7_24H:I02"
"883","CPD003_MCF7_24H:I24"
"884","CPD003_MCF7_24H:J06"
"885","CPD003_MCF7_24H:J13"
"886","CPD003_MCF7_24H:K13"
"887","CPD003_MCF7_24H:K16"
"888","CPD003_MCF7_24H:K19"
"889","CPD003_MCF7_24H:K23"
"890","CPD003_MCF7_24H:L09"
"891","CPD003_MCF7_24H:L14"
"892","CPD003_MCF7_24H:L24"
"893","CPD003_MCF7_24H:M02"
"894","CPD003_MCF7_24H:M05"
"895","CPD003_MCF7_24H:M11"
"896","CPD003_MCF7_24H:M21"
"897","CPD003_MCF7_24H:N02"
"898","CPD003_MCF7_24H:N12"
"899","CPD003_MCF7_24H:N22"
"900","CPD003_MCF7_24H:N24"
"901","CPD003_MCF7_24H:O01"
"902","CPD003_MCF7_24H:O06"
"903","CPD003_MCF7_24H:O10"
"904","CPD003_MCF7_24H:P03"
"905","CPD003_MCF7_24H:P21"
"906","DEB001_MCF7_24H:BRD-A19500257-001-04-7:10"
"907","DEB001_MCF7_24H:BRD-K41887956-001-01-8:10"
"908","DEB001_MCF7_24H:BRD-K80738081-001-29-4:10"
"909","DOSBIO001_MCF7_24H:BRD-A19037878:10"
"910","DOSBIO001_MCF7_24H:BRD-A19500257:10"
"911","DOSBIO001_MCF7_24H:BRD-A75409952:10"
"912","DOSBIO001_MCF7_24H:BRD-A90490067:10"
"913","DOSBIO001_MCF7_24H:BRD-K25436320:10"
"914","DOSBIO001_MCF7_24H:BRD-K27305650:10"
"915","DOSBIO001_MCF7_24H:BRD-K81418486:10"
"916","DOSBIO002_MCF7_24H:BRD-A19037878:10"
"917","DOSBIO002_MCF7_24H:BRD-A19500257:10"
"918","DOSBIO002_MCF7_24H:BRD-A75409952:10"
"919","DOSBIO002_MCF7_24H:BRD-A90490067:10"
"920","DOSBIO002_MCF7_24H:BRD-K27305650:10"
"921","DOSBIO002_MCF7_24H:BRD-K39647256:10"
"922","DOSBIO002_MCF7_24H:BRD-K55149044:10"
"923","DOSVAL001_MCF7_24H:BRD-A75409952:10"
"924","DOSVAL001_MCF7_24H:BRD-A79768653:10"
"925","DOSVAL001_MCF7_24H:BRD-K00573290:10"
"926","DOSVAL001_MCF7_24H:BRD-K19181733:10"
"927","DOSVAL001_MCF7_24H:BRD-K19540840:10"
"928","DOSVAL001_MCF7_24H:BRD-K30867024:10"
"929","DOSVAL001_MCF7_24H:BRD-K34624563:10"
"930","DOSVAL001_MCF7_24H:BRD-K66175015:10"
"931","DOSVAL001_MCF7_24H:BRD-K69406317:10"
"932","DOSVAL001_MCF7_24H:BRD-K74514084:10"
"933","DOSVAL001_MCF7_24H:BRD-K75295174:10"
"934","DOSVAL001_MCF7_24H:BRD-K80786583:10"
"935","DOSVAL001_MCF7_24H:BRD-K81418486:10"
"936","DOSVAL001_MCF7_24H:BRD-K81473043:10"
"937","DOSVAL001_MCF7_24H:BRD-K87909389:10"
"938","DOSVAL001_MCF7_24H:BRD-K90382497:10"
"939","DOSVAL002_MCF7_24H:BRD-A13084692:10"
"940","DOSVAL002_MCF7_24H:BRD-A19037878:10"
"941","DOSVAL002_MCF7_24H:BRD-A79768653:10"
"942","DOSVAL002_MCF7_24H:BRD-K06042430:10"
"943","DOSVAL002_MCF7_24H:BRD-K08318631:10"
"944","DOSVAL002_MCF7_24H:BRD-K10749593:10"
"945","DOSVAL002_MCF7_24H:BRD-K12189280:10"
"946","DOSVAL002_MCF7_24H:BRD-K14002526:10"
"947","DOSVAL002_MCF7_24H:BRD-K14502067:10"
"948","DOSVAL002_MCF7_24H:BRD-K19520352:10"
"949","DOSVAL002_MCF7_24H:BRD-K20109053:10"
"950","DOSVAL002_MCF7_24H:BRD-K21680192:10"
"951","DOSVAL002_MCF7_24H:BRD-K23319301:10"
