"","x"
"952","DOSVAL002_MCF7_24H:BRD-K39597586:10"
"953","DOSVAL002_MCF7_24H:BRD-K42743267:10"
"954","DOSVAL002_MCF7_24H:BRD-K67236950:10"
"955","DOSVAL002_MCF7_24H:BRD-K75295174:10"
"956","DOSVAL002_MCF7_24H:BRD-K81418486:10"
"957","DOSVAL002_MCF7_24H:BRD-K88378636:10"
"958","DOSVAL002_MCF7_24H:BRD-K97972722:10"
"959","DOSVAL002_MCF7_24H:BRD-K98645985:10"
"960","DOSVAL002_MCF7_24H:BRD-K99026889:10"
"961","DOSVAL002_MCF7_24H:BRD-K99999497:10"
"962","DOSVAL003_MCF7_24H:BRD-A19037878:10"
"963","DOSVAL003_MCF7_24H:BRD-A61304759:10"
"964","DOSVAL003_MCF7_24H:BRD-A79768653:10"
"965","DOSVAL003_MCF7_24H:BRD-K20834925:10"
"966","DOSVAL003_MCF7_24H:BRD-K21680192:10"
"967","DOSVAL003_MCF7_24H:BRD-K22428007:10"
"968","DOSVAL003_MCF7_24H:BRD-K35468722:10"
"969","DOSVAL003_MCF7_24H:BRD-K49111930:10"
"970","DOSVAL003_MCF7_24H:BRD-K55233780:10"
"971","DOSVAL003_MCF7_24H:BRD-K58945843:10"
"972","DOSVAL003_MCF7_24H:BRD-K61734568:10"
"973","DOSVAL003_MCF7_24H:BRD-K68774060:10"
"974","DOSVAL003_MCF7_24H:BRD-K69894866:10"
"975","DOSVAL003_MCF7_24H:BRD-K71650306:10"
"976","DOSVAL003_MCF7_24H:BRD-K80926963:10"
"977","DOSVAL003_MCF7_24H:BRD-K81418486:10"
"978","DOSVAL003_MCF7_24H:BRD-K82328933:10"
"979","DOSVAL003_MCF7_24H:BRD-K88114291:10"
"980","DOSVAL003_MCF7_24H:BRD-K88378636:10"
"981","DOSVAL003_MCF7_24H:BRD-K96041907:10"
"982","DOSVAL003_MCF7_24H:BRD-K96534186:10"
"983","DOSVAL004_MCF7_24H:BRD-A19037878:10"
"984","DOSVAL004_MCF7_24H:BRD-A61304759:10"
"985","DOSVAL004_MCF7_24H:BRD-A79768653:10"
"986","DOSVAL004_MCF7_24H:BRD-K02781692:10"
"987","DOSVAL004_MCF7_24H:BRD-K15695045:10"
"988","DOSVAL004_MCF7_24H:BRD-K21680192:10"
"989","DOSVAL004_MCF7_24H:BRD-K28934562:10"
"990","DOSVAL004_MCF7_24H:BRD-K30794866:10"
"991","DOSVAL004_MCF7_24H:BRD-K38797319:10"
"992","DOSVAL004_MCF7_24H:BRD-K42197878:10"
"993","DOSVAL004_MCF7_24H:BRD-K50617795:10"
"994","DOSVAL004_MCF7_24H:BRD-K50799972:10"
"995","DOSVAL004_MCF7_24H:BRD-K51365808:10"
"996","DOSVAL004_MCF7_24H:BRD-K62242359:10"
"997","DOSVAL004_MCF7_24H:BRD-K64233461:10"
"998","DOSVAL004_MCF7_24H:BRD-K68007071:10"
"999","DOSVAL004_MCF7_24H:BRD-K69503483:10"
"1000","DOSVAL004_MCF7_24H:BRD-K74316684:10"
"1001","DOSVAL004_MCF7_24H:BRD-K75295174:10"
"1002","DOSVAL004_MCF7_24H:BRD-K76457661:10"
"1003","DOSVAL004_MCF7_24H:BRD-K79119882:10"
"1004","DOSVAL004_MCF7_24H:BRD-K80786583:10"
"1005","DOSVAL004_MCF7_24H:BRD-K81418486:10"
"1006","DOSVAL004_MCF7_24H:BRD-K81778946:10"
"1007","DOSVAL004_MCF7_24H:BRD-K84094241:10"
"1008","DOSVAL004_MCF7_24H:BRD-K88378636:10"
"1009","DOSVAL005_MCF7_24H:BRD-A19037878:10"
"1010","DOSVAL005_MCF7_24H:BRD-A61304759:10"
"1011","DOSVAL005_MCF7_24H:BRD-A79768653:10"
"1012","DOSVAL005_MCF7_24H:BRD-K21680192:10"
"1013","DOSVAL005_MCF7_24H:BRD-K33217566:10"
"1014","DOSVAL005_MCF7_24H:BRD-K41335306:10"
"1015","DOSVAL005_MCF7_24H:BRD-K44732214:10"
"1016","DOSVAL005_MCF7_24H:BRD-K46587586:10"
"1017","DOSVAL005_MCF7_24H:BRD-K46766834:10"
"1018","DOSVAL005_MCF7_24H:BRD-K47029744:10"
"1019","DOSVAL005_MCF7_24H:BRD-K48225424:10"
"1020","DOSVAL005_MCF7_24H:BRD-K49477330:10"
"1021","DOSVAL005_MCF7_24H:BRD-K70875408:10"
"1022","DOSVAL005_MCF7_24H:BRD-K74381836:10"
"1023","DOSVAL005_MCF7_24H:BRD-K74461819:10"
"1024","DOSVAL005_MCF7_24H:BRD-K75295174:10"
"1025","DOSVAL005_MCF7_24H:BRD-K76103428:10"
"1026","DOSVAL005_MCF7_24H:BRD-K78133682:10"
"1027","DOSVAL005_MCF7_24H:BRD-K81418486:10"
"1028","DOSVAL005_MCF7_24H:BRD-K82494568:10"
"1029","DOSVAL005_MCF7_24H:BRD-K84336660:10"
"1030","DOSVAL005_MCF7_24H:BRD-K86265745:10"
"1031","DOSVAL005_MCF7_24H:BRD-K86910216:10"
"1032","DOSVAL005_MCF7_24H:BRD-K87125912:10"
"1033","DOSVAL005_MCF7_24H:BRD-K88378636:10"
"1034","DOSVAL005_MCF7_24H:BRD-K92543914:10"
"1035","DOSVAL006_MCF7_24H:BRD-A19037878:10"
"1036","DOSVAL006_MCF7_24H:BRD-A61304759:10"
"1037","DOSVAL006_MCF7_24H:BRD-A79768653:10"
"1038","DOSVAL006_MCF7_24H:BRD-K00328666:10"
"1039","DOSVAL006_MCF7_24H:BRD-K00540336:10"
"1040","DOSVAL006_MCF7_24H:BRD-K01055635:10"
"1041","DOSVAL006_MCF7_24H:BRD-K04465546:10"
"1042","DOSVAL006_MCF7_24H:BRD-K13299110:10"
"1043","DOSVAL006_MCF7_24H:BRD-K19418153:10"
"1044","DOSVAL006_MCF7_24H:BRD-K21680192:10"
"1045","DOSVAL006_MCF7_24H:BRD-K22801678:10"
"1046","DOSVAL006_MCF7_24H:BRD-K29251608:10"
"1047","DOSVAL006_MCF7_24H:BRD-K60391168:10"
"1048","DOSVAL006_MCF7_24H:BRD-K63423329:10"
"1049","DOSVAL006_MCF7_24H:BRD-K74329753:10"
"1050","DOSVAL006_MCF7_24H:BRD-K75295174:10"
"1051","DOSVAL006_MCF7_24H:BRD-K75693278:10"
"1052","DOSVAL006_MCF7_24H:BRD-K81418486:10"
"1053","DOSVAL006_MCF7_24H:BRD-K82777549:10"
"1054","DOSVAL006_MCF7_24H:BRD-K85536714:10"
"1055","DOSVAL006_MCF7_24H:BRD-K87434936:10"
"1056","DOSVAL006_MCF7_24H:BRD-K88378636:10"
"1057","DOSVAL006_MCF7_24H:BRD-K92503225:10"
"1058","DOSVAL006_MCF7_24H:BRD-K93112400:10"
"1059","DOSVAL006_MCF7_24H:BRD-K93189515:10"
"1060","DPK.CP002_MCF7_24H:BRD-A17828570:10"
"1061","DPK.CP002_MCF7_24H:BRD-A39415247:10"
"1062","DPK.CP002_MCF7_24H:BRD-A55484088:10"
"1063","DPK.CP002_MCF7_24H:BRD-K11558771:10"
"1064","DPK.CP002_MCF7_24H:BRD-K13514097:10"
"1065","DPK.CP002_MCF7_24H:BRD-K18910433:10"
"1066","DPK.CP002_MCF7_24H:BRD-K21680192:10"
"1067","DPK.CP002_MCF7_24H:BRD-K29905972:10"
"1068","DPK.CP002_MCF7_24H:BRD-K37846922:10"
"1069","DPK.CP002_MCF7_24H:BRD-K66788707:10"
"1070","DPK.CP002_MCF7_24H:BRD-K70301465:10"
"1071","DPK.CP002_MCF7_24H:BRD-K81418486:10"
"1072","DPK.CP002_MCF7_24H:BRD-K81709173:10"
"1073","DPK.CP002_MCF7_24H:BRD-K82818427:10"
"1074","DPK.CP002_MCF7_24H:BRD-K91623615:10"
"1075","ENR001_MCF7_24H:C01"
"1076","ENR001_MCF7_24H:P01"
"1077","ERAM001_MCF7_24H:BRD-K65290449:10"
"1078","HDAC001_MCF7_24H:BRD-A19500257:10"
"1079","HDAC002_MCF7_24H:BRD-A75409952-001-05-7:10"
"1080","HDAC002_MCF7_24H:BRD-K00627859-001-03-1:10"
"1081","HDAC002_MCF7_24H:BRD-K29313308-001-02-4:10"
"1082","HDAC002_MCF7_24H:BRD-K52313696-001-01-6:10"
"1083","HDAC002_MCF7_24H:BRD-K77908580-001-04-7:10"
"1084","HDAC002_MCF7_24H:BRD-K81418486-001-10-3:10"
"1085","HDAC002_MCF7_24H:BRD-K85133207-001-01-1:10"
"1086","HDAC002_MCF7_24H:BRD-K88742110-001-01-2:10"
"1087","HOG001_MCF7_24H:BRD-A61304759-001-01-0:10"
"1088","HOG001_MCF7_24H:BRD-A75409952-001-05-7:10"
"1089","HOG001_MCF7_24H:BRD-K88378636-001-02-8:10"
"1090","HOG002_MCF7_24H:BRD-A02481876-001-09-9:10"
"1091","HOG002_MCF7_24H:BRD-A19500257-001-01-3:10"
"1092","HOG002_MCF7_24H:BRD-A35588707-001-04-8:10"
"1093","HOG002_MCF7_24H:BRD-A61304759-001-01-0:10"
"1094","HOG002_MCF7_24H:BRD-K00615600-001-06-1:10"
"1095","HOG002_MCF7_24H:BRD-K18910433-001-19-2:10"
"1096","HOG002_MCF7_24H:BRD-K21680192-300-10-2:10"
"1097","HOG002_MCF7_24H:BRD-K27305650-001-10-9:10"
"1098","HOG002_MCF7_24H:BRD-K35960502-001-10-1:10"
"1099","HOG002_MCF7_24H:BRD-K71879491-001-22-6:10"
"1100","HOG002_MCF7_24H:BRD-K81418486-001-32-7:10"
"1101","HOG002_MCF7_24H:BRD-K88378636-001-02-8:10"
"1102","HOG003_MCF7_24H:BRD-A47829399-001-01-1:10"
"1103","LKCP001_MCF7_24H:A04"
"1104","LKCP001_MCF7_24H:A07"
"1105","LKCP001_MCF7_24H:A13"
"1106","LKCP001_MCF7_24H:A22"
"1107","LKCP001_MCF7_24H:B10"
"1108","LKCP001_MCF7_24H:B19"
"1109","LKCP001_MCF7_24H:C01"
"1110","LKCP001_MCF7_24H:C07"
"1111","LKCP001_MCF7_24H:C10"
"1112","LKCP001_MCF7_24H:C13"
"1113","LKCP001_MCF7_24H:C16"
"1114","LKCP001_MCF7_24H:D04"
"1115","LKCP001_MCF7_24H:D07"
"1116","LKCP001_MCF7_24H:D10"
"1117","LKCP001_MCF7_24H:D22"
"1118","LKCP001_MCF7_24H:E01"
"1119","LKCP001_MCF7_24H:E04"
"1120","LKCP001_MCF7_24H:E07"
"1121","LKCP001_MCF7_24H:E10"
"1122","LKCP001_MCF7_24H:E16"
"1123","LKCP001_MCF7_24H:F01"
"1124","LKCP001_MCF7_24H:F04"
"1125","LKCP001_MCF7_24H:F07"
"1126","LKCP001_MCF7_24H:F10"
"1127","LKCP001_MCF7_24H:F13"
"1128","LKCP001_MCF7_24H:G01"
"1129","LKCP001_MCF7_24H:G04"
"1130","LKCP001_MCF7_24H:G07"
"1131","LKCP001_MCF7_24H:G10"
"1132","LKCP001_MCF7_24H:G22"
"1133","LKCP001_MCF7_24H:H07"
"1134","LKCP001_MCF7_24H:H10"
"1135","LKCP001_MCF7_24H:H13"
"1136","LKCP001_MCF7_24H:H19"
"1137","LKCP001_MCF7_24H:I01"
"1138","LKCP001_MCF7_24H:I07"
"1139","LKCP001_MCF7_24H:I10"
"1140","LKCP001_MCF7_24H:I16"
"1141","LKCP001_MCF7_24H:I19"
"1142","LKCP001_MCF7_24H:J01"
"1143","LKCP001_MCF7_24H:J04"
"1144","LKCP001_MCF7_24H:J10"
"1145","LKCP001_MCF7_24H:J13"
"1146","LKCP001_MCF7_24H:J16"
"1147","LKCP001_MCF7_24H:J22"
"1148","LKCP001_MCF7_24H:K01"
"1149","LKCP001_MCF7_24H:K13"
"1150","LKCP001_MCF7_24H:L07"
"1151","LKCP001_MCF7_24H:L10"
"1152","LKCP001_MCF7_24H:L16"
"1153","LKCP001_MCF7_24H:L22"
"1154","LKCP001_MCF7_24H:M01"
"1155","LKCP001_MCF7_24H:M07"
"1156","LKCP001_MCF7_24H:M13"
"1157","LKCP001_MCF7_24H:M16"
"1158","LKCP001_MCF7_24H:M19"
"1159","LKCP001_MCF7_24H:N01"
"1160","LKCP001_MCF7_24H:N04"
"1161","LKCP001_MCF7_24H:N10"
"1162","LKCP001_MCF7_24H:O07"
"1163","LKCP001_MCF7_24H:O10"
"1164","LKCP001_MCF7_24H:O13"
"1165","LKCP001_MCF7_24H:O16"
"1166","LKCP001_MCF7_24H:O19"
"1167","LKCP001_MCF7_24H:O22"
"1168","LKCP001_MCF7_24H:P01"
"1169","LKCP001_MCF7_24H:P04"
"1170","LKCP001_MCF7_24H:P07"
"1171","LKCP001_MCF7_24H:P13"
"1172","LKCP001_MCF7_24H:P19"
"1173","LKCP001_MCF7_24H:P22"
"1174","LKCP002_MCF7_24H:A07"
"1175","LKCP002_MCF7_24H:A10"
"1176","LKCP002_MCF7_24H:B07"
"1177","LKCP002_MCF7_24H:B10"
"1178","LKCP002_MCF7_24H:C01"
"1179","LKCP002_MCF7_24H:C07"
"1180","LKCP002_MCF7_24H:C10"
"1181","LKCP002_MCF7_24H:D22"
"1182","LKCP002_MCF7_24H:E04"
"1183","LKCP002_MCF7_24H:E10"
"1184","LKCP002_MCF7_24H:F01"
"1185","LKCP002_MCF7_24H:F04"
"1186","LKCP002_MCF7_24H:F13"
"1187","LKCP002_MCF7_24H:F19"
"1188","LKCP002_MCF7_24H:G19"
"1189","LKCP002_MCF7_24H:G22"
"1190","LKCP002_MCF7_24H:H07"
"1191","LKCP002_MCF7_24H:I01"
"1192","LKCP002_MCF7_24H:I04"
"1193","LKCP002_MCF7_24H:I07"
"1194","LKCP002_MCF7_24H:I10"
"1195","LKCP002_MCF7_24H:I13"
"1196","LKCP002_MCF7_24H:I19"
"1197","LKCP002_MCF7_24H:J01"
"1198","LKCP002_MCF7_24H:J10"
"1199","LKCP002_MCF7_24H:J13"
"1200","LKCP002_MCF7_24H:J16"
"1201","LKCP002_MCF7_24H:J19"
"1202","LKCP002_MCF7_24H:K04"
"1203","LKCP002_MCF7_24H:K13"
"1204","LKCP002_MCF7_24H:K19"
"1205","LKCP002_MCF7_24H:K22"
"1206","LKCP002_MCF7_24H:L01"
"1207","LKCP002_MCF7_24H:L13"
"1208","LKCP002_MCF7_24H:M01"
"1209","LKCP002_MCF7_24H:M04"
"1210","LKCP002_MCF7_24H:M07"
"1211","LKCP002_MCF7_24H:M16"
"1212","LKCP002_MCF7_24H:N07"
"1213","LKCP002_MCF7_24H:N10"
"1214","LKCP002_MCF7_24H:N13"
"1215","LKCP002_MCF7_24H:N16"
"1216","LKCP002_MCF7_24H:N22"
"1217","LKCP002_MCF7_24H:O10"
"1218","LKCP002_MCF7_24H:P01"
"1219","LKCP002_MCF7_24H:P04"
"1220","LKCP002_MCF7_24H:P07"
"1221","LKCP002_MCF7_24H:P13"
"1222","LKCP002_MCF7_24H:P16"
"1223","LKCP002_MCF7_24H:P19"
"1224","LKCP002_MCF7_24H:P22"
"1225","MET001_MCF7_XH:BRD-A19037878:10:24"
"1226","PBIOA013_MCF7_24H:C19"
"1227","PBIOA013_MCF7_24H:C20"
"1228","PBIOA013_MCF7_24H:C21"
"1229","PBIOA013_MCF7_24H:C22"
"1230","PBIOA013_MCF7_24H:C23"
"1231","PBIOA013_MCF7_24H:C24"
"1232","PBIOA013_MCF7_24H:D01"
"1233","PBIOA013_MCF7_24H:F19"
"1234","PBIOA013_MCF7_24H:G07"
"1235","PBIOA013_MCF7_24H:G13"
"1236","PBIOA013_MCF7_24H:G14"
"1237","PBIOA013_MCF7_24H:G15"
"1238","PBIOA013_MCF7_24H:G16"
"1239","PBIOA013_MCF7_24H:G17"
"1240","PBIOA013_MCF7_24H:G18"
"1241","PBIOA013_MCF7_24H:K07"
"1242","PBIOA013_MCF7_24H:K08"
"1243","PBIOA013_MCF7_24H:K09"
"1244","PBIOA013_MCF7_24H:K11"
"1245","PBIOA013_MCF7_24H:K12"
"1246","PBIOA013_MCF7_24H:L13"
"1247","PBIOA013_MCF7_24H:O01"
"1248","PBIOA013_MCF7_24H:O02"
"1249","PBIOA013_MCF7_24H:O03"
"1250","PBIOA013_MCF7_24H:O04"
"1251","PBIOA013_MCF7_24H:O05"
"1252","PBIOA013_MCF7_24H:O06"
"1253","PBIOA013_MCF7_24H:O07"
"1254","PBIOA014_MCF7_24H:A19"
"1255","PBIOA014_MCF7_24H:B07"
"1256","PBIOA014_MCF7_24H:B13"
"1257","PBIOA014_MCF7_24H:B19"
"1258","PBIOA014_MCF7_24H:C19"
"1259","PBIOA014_MCF7_24H:C20"
"1260","PBIOA014_MCF7_24H:C21"
"1261","PBIOA014_MCF7_24H:C22"
"1262","PBIOA014_MCF7_24H:C23"
"1263","PBIOA014_MCF7_24H:C24"
"1264","PBIOA014_MCF7_24H:G13"
"1265","PBIOA014_MCF7_24H:G14"
"1266","PBIOA014_MCF7_24H:G15"
"1267","PBIOA014_MCF7_24H:G16"
"1268","PBIOA014_MCF7_24H:G17"
"1269","PBIOA014_MCF7_24H:G18"
"1270","PBIOA014_MCF7_24H:I01"
"1271","PBIOA014_MCF7_24H:J19"
"1272","PBIOA014_MCF7_24H:K07"
"1273","PBIOA014_MCF7_24H:K08"
"1274","PBIOA014_MCF7_24H:K09"
"1275","PBIOA014_MCF7_24H:K11"
"1276","PBIOA014_MCF7_24H:K12"
"1277","PBIOA014_MCF7_24H:K13"
"1278","PBIOA014_MCF7_24H:L01"
"1279","PBIOA014_MCF7_24H:M01"
"1280","PBIOA014_MCF7_24H:O01"
"1281","PBIOA014_MCF7_24H:O02"
"1282","PBIOA014_MCF7_24H:O03"
"1283","PBIOA014_MCF7_24H:O04"
"1284","PBIOA014_MCF7_24H:O05"
"1285","PBIOA014_MCF7_24H:O06"
"1286","PBIOA014_MCF7_24H:P13"
"1287","PBIOA015_MCF7_24H:C19"
"1288","PBIOA015_MCF7_24H:C20"
"1289","PBIOA015_MCF7_24H:C21"
"1290","PBIOA015_MCF7_24H:C22"
"1291","PBIOA015_MCF7_24H:C23"
"1292","PBIOA015_MCF7_24H:C24"
"1293","PBIOA015_MCF7_24H:D07"
"1294","PBIOA015_MCF7_24H:E13"
"1295","PBIOA015_MCF7_24H:F01"
"1296","PBIOA015_MCF7_24H:G13"
"1297","PBIOA015_MCF7_24H:G14"
"1298","PBIOA015_MCF7_24H:G15"
"1299","PBIOA015_MCF7_24H:G16"
"1300","PBIOA015_MCF7_24H:G17"
"1301","PBIOA015_MCF7_24H:G18"
"1302","PBIOA015_MCF7_24H:G19"
"1303","PBIOA015_MCF7_24H:I01"
"1304","PBIOA015_MCF7_24H:I13"
"1305","PBIOA015_MCF7_24H:I19"
"1306","PBIOA015_MCF7_24H:J01"
"1307","PBIOA015_MCF7_24H:J07"
"1308","PBIOA015_MCF7_24H:K01"
"1309","PBIOA015_MCF7_24H:K08"
"1310","PBIOA015_MCF7_24H:K09"
"1311","PBIOA015_MCF7_24H:K11"
"1312","PBIOA015_MCF7_24H:K12"
"1313","PBIOA015_MCF7_24H:K19"
"1314","PBIOA015_MCF7_24H:M01"
"1315","PBIOA015_MCF7_24H:M07"
"1316","PBIOA015_MCF7_24H:M13"
"1317","PBIOA015_MCF7_24H:N07"
"1318","PBIOA015_MCF7_24H:N13"
"1319","PBIOA015_MCF7_24H:O01"
"1320","PBIOA015_MCF7_24H:O02"
"1321","PBIOA015_MCF7_24H:O03"
"1322","PBIOA015_MCF7_24H:O04"
"1323","PBIOA015_MCF7_24H:O05"
"1324","PBIOA015_MCF7_24H:O06"
"1325","PBIOA015_MCF7_24H:O07"
"1326","PBIOA015_MCF7_24H:O13"
"1327","PBIOA015_MCF7_24H:O19"
"1328","PBIOA015_MCF7_24H:P13"
"1329","PBIOA015_MCF7_24H:P19"
"1330","PBIOA016_MCF7_24H:B07"
"1331","PBIOA016_MCF7_24H:C01"
"1332","PBIOA016_MCF7_24H:C13"
"1333","PBIOA016_MCF7_24H:C19"
"1334","PBIOA016_MCF7_24H:C20"
"1335","PBIOA016_MCF7_24H:C21"
"1336","PBIOA016_MCF7_24H:C22"
"1337","PBIOA016_MCF7_24H:C23"
"1338","PBIOA016_MCF7_24H:C24"
"1339","PBIOA016_MCF7_24H:D07"
"1340","PBIOA016_MCF7_24H:F01"
"1341","PBIOA016_MCF7_24H:F19"
"1342","PBIOA016_MCF7_24H:G13"
"1343","PBIOA016_MCF7_24H:G14"
"1344","PBIOA016_MCF7_24H:G15"
"1345","PBIOA016_MCF7_24H:G16"
"1346","PBIOA016_MCF7_24H:G17"
"1347","PBIOA016_MCF7_24H:G18"
"1348","PBIOA016_MCF7_24H:H01"
"1349","PBIOA016_MCF7_24H:I07"
"1350","PBIOA016_MCF7_24H:K07"
"1351","PBIOA016_MCF7_24H:K08"
"1352","PBIOA016_MCF7_24H:K09"
"1353","PBIOA016_MCF7_24H:K11"
"1354","PBIOA016_MCF7_24H:K12"
"1355","PBIOA016_MCF7_24H:O01"
"1356","PBIOA016_MCF7_24H:O02"
"1357","PBIOA016_MCF7_24H:O03"
"1358","PBIOA016_MCF7_24H:O04"
"1359","PBIOA016_MCF7_24H:O05"
"1360","PBIOA016_MCF7_24H:O06"
"1361","PBIOA016_MCF7_24H:P07"
"1362","PBIOA017_MCF7_24H:A13"
"1363","PBIOA017_MCF7_24H:A19"
"1364","PBIOA017_MCF7_24H:B19"
"1365","PBIOA017_MCF7_24H:C19"
"1366","PBIOA017_MCF7_24H:C20"
"1367","PBIOA017_MCF7_24H:C21"
"1368","PBIOA017_MCF7_24H:C22"
"1369","PBIOA017_MCF7_24H:C23"
"1370","PBIOA017_MCF7_24H:C24"
"1371","PBIOA017_MCF7_24H:G07"
"1372","PBIOA017_MCF7_24H:G13"
"1373","PBIOA017_MCF7_24H:G14"
"1374","PBIOA017_MCF7_24H:G15"
"1375","PBIOA017_MCF7_24H:G16"
"1376","PBIOA017_MCF7_24H:G17"
"1377","PBIOA017_MCF7_24H:G18"
"1378","PBIOA017_MCF7_24H:H07"
"1379","PBIOA017_MCF7_24H:I13"
"1380","PBIOA017_MCF7_24H:I19"
"1381","PBIOA017_MCF7_24H:K01"
"1382","PBIOA017_MCF7_24H:K07"
"1383","PBIOA017_MCF7_24H:K08"
"1384","PBIOA017_MCF7_24H:K09"
"1385","PBIOA017_MCF7_24H:K11"
"1386","PBIOA017_MCF7_24H:K12"
"1387","PBIOA017_MCF7_24H:M01"
"1388","PBIOA017_MCF7_24H:M13"
"1389","PBIOA017_MCF7_24H:N01"
"1390","PBIOA017_MCF7_24H:N07"
"1391","PBIOA017_MCF7_24H:N13"
"1392","PBIOA017_MCF7_24H:O01"
"1393","PBIOA017_MCF7_24H:O02"
"1394","PBIOA017_MCF7_24H:O03"
"1395","PBIOA017_MCF7_24H:O04"
"1396","PBIOA017_MCF7_24H:O05"
"1397","PBIOA017_MCF7_24H:O06"
"1398","PBIOA017_MCF7_24H:O13"
"1399","PBIOA017_MCF7_24H:P13"
"1400","PBIOA018_MCF7_24H:A13"
"1401","PBIOA018_MCF7_24H:A19"
"1402","PBIOA018_MCF7_24H:B07"
"1403","PBIOA018_MCF7_24H:B19"
"1404","PBIOA018_MCF7_24H:C19"
"1405","PBIOA018_MCF7_24H:C20"
"1406","PBIOA018_MCF7_24H:C21"
"1407","PBIOA018_MCF7_24H:C22"
"1408","PBIOA018_MCF7_24H:C23"
"1409","PBIOA018_MCF7_24H:C24"
"1410","PBIOA018_MCF7_24H:E19"
"1411","PBIOA018_MCF7_24H:F19"
"1412","PBIOA018_MCF7_24H:G01"
"1413","PBIOA018_MCF7_24H:G13"
"1414","PBIOA018_MCF7_24H:G14"
"1415","PBIOA018_MCF7_24H:G15"
"1416","PBIOA018_MCF7_24H:G16"
"1417","PBIOA018_MCF7_24H:G17"
"1418","PBIOA018_MCF7_24H:G18"
"1419","PBIOA018_MCF7_24H:H01"
"1420","PBIOA018_MCF7_24H:H07"
"1421","PBIOA018_MCF7_24H:H13"
"1422","PBIOA018_MCF7_24H:H19"
"1423","PBIOA018_MCF7_24H:I01"
"1424","PBIOA018_MCF7_24H:I07"
"1425","PBIOA018_MCF7_24H:I19"
"1426","PBIOA018_MCF7_24H:J01"
"1427","PBIOA018_MCF7_24H:J07"
"1428","PBIOA018_MCF7_24H:J19"
"1429","PBIOA018_MCF7_24H:K07"
"1430","PBIOA018_MCF7_24H:K08"
"1431","PBIOA018_MCF7_24H:K09"
"1432","PBIOA018_MCF7_24H:K11"
"1433","PBIOA018_MCF7_24H:K12"
"1434","PBIOA018_MCF7_24H:L19"
"1435","PBIOA018_MCF7_24H:M01"
"1436","PBIOA018_MCF7_24H:M19"
"1437","PBIOA018_MCF7_24H:N01"
"1438","PBIOA018_MCF7_24H:O01"
"1439","PBIOA018_MCF7_24H:O02"
"1440","PBIOA018_MCF7_24H:O03"
"1441","PBIOA018_MCF7_24H:O04"
"1442","PBIOA018_MCF7_24H:O05"
"1443","PBIOA018_MCF7_24H:O06"
"1444","PBIOA018_MCF7_24H:O07"
"1445","PBIOA019_MCF7_24H:C19"
"1446","PBIOA019_MCF7_24H:C20"
"1447","PBIOA019_MCF7_24H:C21"
"1448","PBIOA019_MCF7_24H:C22"
"1449","PBIOA019_MCF7_24H:C23"
"1450","PBIOA019_MCF7_24H:C24"
"1451","PBIOA019_MCF7_24H:D07"
"1452","PBIOA019_MCF7_24H:D19"
"1453","PBIOA019_MCF7_24H:G13"
"1454","PBIOA019_MCF7_24H:G14"
"1455","PBIOA019_MCF7_24H:G15"
"1456","PBIOA019_MCF7_24H:G16"
"1457","PBIOA019_MCF7_24H:G17"
"1458","PBIOA019_MCF7_24H:G18"
"1459","PBIOA019_MCF7_24H:I19"
"1460","PBIOA019_MCF7_24H:K07"
"1461","PBIOA019_MCF7_24H:K08"
"1462","PBIOA019_MCF7_24H:K09"
"1463","PBIOA019_MCF7_24H:K11"
"1464","PBIOA019_MCF7_24H:K12"
"1465","PBIOA019_MCF7_24H:K19"
"1466","PBIOA019_MCF7_24H:L01"
"1467","PBIOA019_MCF7_24H:L07"
"1468","PBIOA019_MCF7_24H:L19"
"1469","PBIOA019_MCF7_24H:M01"
"1470","PBIOA019_MCF7_24H:M13"
"1471","PBIOA019_MCF7_24H:M19"
"1472","PBIOA019_MCF7_24H:O01"
"1473","PBIOA019_MCF7_24H:O02"
"1474","PBIOA019_MCF7_24H:O03"
"1475","PBIOA019_MCF7_24H:O04"
"1476","PBIOA019_MCF7_24H:O05"
"1477","PBIOA019_MCF7_24H:O06"
"1478","PBIOA019_MCF7_24H:P01"
"1479","PBIOA019_MCF7_24H:P07"
"1480","PBIOA019_MCF7_24H:P13"
"1481","PBIOA020_MCF7_24H:A07"
"1482","PBIOA020_MCF7_24H:B07"
"1483","PBIOA020_MCF7_24H:C01"
"1484","PBIOA020_MCF7_24H:C07"
"1485","PBIOA020_MCF7_24H:C19"
"1486","PBIOA020_MCF7_24H:C20"
"1487","PBIOA020_MCF7_24H:C21"
"1488","PBIOA020_MCF7_24H:C22"
"1489","PBIOA020_MCF7_24H:E01"
"1490","PBIOA020_MCF7_24H:E19"
"1491","PBIOA020_MCF7_24H:F01"
"1492","PBIOA020_MCF7_24H:F13"
"1493","PBIOA020_MCF7_24H:G13"
"1494","PBIOA020_MCF7_24H:G14"
"1495","PBIOA020_MCF7_24H:G15"
"1496","PBIOA020_MCF7_24H:G16"
"1497","PBIOA020_MCF7_24H:G17"
"1498","PBIOA020_MCF7_24H:H01"
"1499","PBIOA020_MCF7_24H:K01"
"1500","PBIOA020_MCF7_24H:K07"
"1501","PBIOA020_MCF7_24H:K08"
"1502","PBIOA020_MCF7_24H:K09"
"1503","PBIOA020_MCF7_24H:K11"
"1504","PBIOA020_MCF7_24H:K12"
"1505","PBIOA020_MCF7_24H:N13"
