,0
218,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1
219,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1
220,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@H]3[C@H]4C=C[C@H](C4)[C@H]3C2=O)cc1
221,C[C@H]1CCCCO[C@H](CN(C)CC2CCCCC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)Nc3cccc4ccccc34)ccc2O1
222,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
223,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
224,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc3c(c2)OCCO3)Oc2c(NC(=O)Nc3cccc4ccccc34)cccc2C1=O
225,CC1=C(CO)C(=O)O[C@H](C(C)[C@H]2CC[C@@H]3[C@H]4C[C@H]5O[C@@]56[C@@H](O)C=CC(=O)[C@@]6(C)C4CC[C@@]23C)C1
226,CC(=O)NC(c1cccs1)c1cc(F)c2cccnc2c1O
227,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
228,COc1ccccc1S(=O)(=O)N(C)C[C@H]1Oc2cc(C#CCC3CCCC3)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@@H]1C
229,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1
230,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O
231,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1
232,C#C[C@]1(O)CCC2C3CCC4=Cc5oncc5C[C@]4(C)C3CC[C@@]21C
233,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
234,CN(C)C(=N)NC(=N)N
235,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
236,OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3c(c2)CCC3)nc2c1ncn2Cc1ccc(-c2ccccc2)cc1
237,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
238,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
239,CC(=O)N/N=C(\C)c1ccc(NC(=O)C2CC2)cc1
240,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1CCCN1C(=O)Nc1ccccc1[N+](=O)[O-]
241,CN(C)Cc1ccc(S(=O)(=O)n2ccc(C=CC(=O)NO)c2)cc1
242,CCC[C@@H](NC(=O)N1C(=O)C(CC)(CC)[C@@H]1Oc1ccc(C(=O)N2CCN(C)CC2)cc1)c1ccc2c(c1)OCO2
243,COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC
244,CNC(C)C(=O)NC(C(=O)NC(C(=O)Nc1cccc2ccccc12)C(C)C)C(C)C
245,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
246,COc1ccc(S(=O)(=O)N(C)C[C@@H]2Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1
247,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
248,C[C@@H]1CC[C@H]2[C@@H](C)C(OC(=O)CCC(=O)O)OC3O[C@]4(C)CC[C@@H]1[C@]32OO4
249,C[C@]12CC[C@H]3[C@@H](CC(=O)[C@H]4CC(=NOCCN)CC[C@@]43C)[C@@H]1CCC2=O
250,CCNC(=O)c1cc2c(c(-c3cccc(-c4cccc(F)c4)c3)n1)[C@H](CCO)N([S@@](=O)C(C)(C)C)C2
251,CC(Nc1nc(N2CCCC2)nc2ccccc12)c1ccccc1
252,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
253,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
254,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
255,CN(C)c1ccc2c(c1)[C@H]1C[C@H](CC(=O)NCc3ccc(Oc4ccccc4)cc3)O[C@H](CO)[C@H]1O2
256,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
257,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
258,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C
259,O=C(CSc1nc2ccccc2c(=O)n1-c1ccccc1F)Nc1ccc2c(c1)CCC2
260,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21
261,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
262,COc1ccc2c(O[C@H]3CC4C(=O)N(C)CCCCC=C[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5CC5)NC(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
263,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)c2ccccc12
264,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
265,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
266,O=C(CCCCCCC(=O)Nc1ccccc1)NO
267,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C
268,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
269,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
270,Nc1nc(Nc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O
271,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
272,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
273,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
274,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1
275,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
276,O=[N+]([O-])c1cnc2ccccc2c1Sc1ccccc1
277,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
278,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F
279,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
280,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1
281,CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1
282,C=C1/C(=C\C=C2CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC[C@@H](O)C(C)C)C[C@@H](O)C[C@@H]1O
283,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
284,CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1
285,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12
286,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
287,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
288,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
289,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21
290,S=C(NCCCc1c[nH]cn1)NCCCN(Cc1ccccc1)c1ccc(Br)cn1
291,C[C@@H]1CC(=O)NN=C1c1ccc(N)c([N+](=O)[O-])c1
292,Cc1ccccc1-c1ccc(CN(C)C[C@@H]2Oc3cc(C#C[C@@H](C)O)ccc3S(=O)(=O)N([C@@H](C)CO)C[C@@H]2C)cc1
293,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1
294,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
295,COc1ccc2c(c1)[nH]c1c(C)nccc12
296,Cc1onc(C(=O)N2CCN(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)c1[N+](=O)[O-]
297,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1
298,O=C(O)c1ccc(-c2ccc3cc(C45CC6CC(CC(C6)C4)C5)c(O)cc3c2)cc1
299,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C
300,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2
301,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
302,C/C=C(\C)C(=O)OC1C(C)=C2C(C1OC(=O)CCCCCCC)C(C)(OC(C)=O)CC(OC(=O)CCC)C1(O)C2OC(=O)C1(C)O
303,COc1cc(/C=C2\SC(Nc3ccccc3OC)=NC2=O)ccc1O
304,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
305,[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@H]2C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@]12C)C([2H])([2H])[2H]
306,COc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)cc1Cl
307,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C
308,CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1
309,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
310,CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(F)cc2)[nH]c2ccccc12
311,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
312,Oc1c(Cl)cc(Cl)c2cccnc12
313,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
314,CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1
315,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
316,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
317,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3[C@@H]1CC[C@@H]2O
318,O=C(C[C@@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1
319,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
320,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
321,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12
322,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@]2(C)[C@]1(O)C(=O)CO
323,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1
324,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
325,C[C@H]1CN([C@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@H]1CN(C)Cc1ccc2c(c1)OCO2
326,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1
327,CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12
328,O=C(O)C[C@H](O)C[C@H](O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
329,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1
330,OC[C@H]1O[C@@H](n2cnc3c(NCc4ccco4)ncnc32)[C@H](O)[C@@H]1O
331,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
332,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1
333,CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4c(c3)OCO4)c(=O)[nH]c12
334,O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O
335,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
336,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1
337,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
338,CCNC(=O)c1cc2c(c(-c3cccc(-c4cccc(OC)c4)c3)n1)[C@H](CCO)N([S@@](=O)C(C)(C)C)C2
339,C[C@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)[C@H](C)CN([C@@H](C)CN(C)C)C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2O1
340,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C
341,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
342,CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1
343,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1
344,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
345,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1OCCN(C)C
346,CC[n+]1c(/C=C/N(C)c2ccccc2)n(-c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc21
347,C[C@H]1CCCCO[C@H](CN(C)C(=O)c2ccncc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
348,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1
349,O=C(C[C@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1
350,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
351,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
352,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1
353,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
354,CC(C)(C)C(=O)OCOP(=O)(OCOC(=O)C(C)(C)C)C(C)(Oc1ccc(O)cc1)P(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C
355,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C
356,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc2ccccc2c1
357,C#CCOC(=O)C1=CCCN(C)C1
358,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
359,CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@@H](C)CN(Cc1ccc(-c3ccccn3)cc1)[C@@H](C)CO2
360,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C
361,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1
362,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4
363,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
364,CN1C(=O)c2cc(NC(=O)Cc3cccs3)ccc2OC[C@H]2O[C@@H](CC(=O)NCc3ccc(-c4ccccc4)cc3)CC[C@H]21
365,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
366,CN1C(=O)c2cc(NC(=O)c3ccc(C(F)(F)F)cc3)ccc2OC[C@@H]2O[C@H](CC(=O)NC3Cc4ccccc4C3)CC[C@@H]21
367,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC
368,C=CCNc1oc(-c2ccc(Cl)cc2)nc1C#N
369,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O
370,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
371,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O
372,O=S1(=O)Nc2c(ccc3cccnc23)-c2ccccc21
373,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc2c(c1)[C@@H]1C[C@H](CC(=O)N3CCc4ccccc4C3)O[C@H](CO)[C@@H]1O2
374,c1csc(CNc2ncnc3ccc(-c4ccoc4)cc23)c1
375,CNC[C@@H]1Oc2cc(C#Cc3ccccc3F)ccc2S(=O)(=O)N([C@H](C)CO)C[C@H]1C
376,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O
377,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1
378,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
379,O=C(C[C@@H]1C[C@@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@@H]2[C@@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1
380,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
381,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
382,CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1
383,C/C=C/Cn1c(SCCCc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C
384,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1
385,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
386,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@@H](Cc1ccc(OC(=O)c5ccc([N+](=O)[O-])cc5)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4
387,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1
388,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C
389,CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O
390,S=C(NCCCCN(Cc1ccc(Cl)cc1)c1ccc(Br)cn1)NCCCc1c[nH]cn1
391,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21
392,N=C(N)NCCNS(=O)(=O)c1cccc2cnccc12
393,O=C1NC(=O)C(=Cc2ccc3nccc(-c4ccncc4)c3c2)S1
394,CC(=O)O[C@@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
395,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1
396,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
397,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
398,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21
399,COc1cccc(-c2ccc3ncnc(NCc4cccc(C)c4)c3c2)c1
400,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1
401,O=C(O)c1ccc(NCc2nc3cc4ccccc4cc3[nH]2)cc1
402,N#C[C@@H]1[C@H](c2ccc(C#Cc3ccccc3F)cc2)[C@H](CO)N1C(=O)c1cccnc1
403,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O
404,Cc1[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1
405,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
406,OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)C(O)[C@H]1O
407,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
408,CO[C@]12[C@@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1N[C@H]12
409,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O
410,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1
411,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc21
412,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@H](C)N[C@H](C)C4)cc3)n[nH]2)cc(OC)c1
413,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
414,CC(C)C#Cc1ccc([C@H]2[C@@H](C#N)N(C(=O)c3cccc(F)c3)[C@@H]2CO)cc1
415,CC(=O)NC1=NN(C(C)=O)C(C)(c2ccccc2)S1
416,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)C=C(C)[C@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
417,CCN(CC)CC1CCN(c2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1
418,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
419,CCCCCS(=O)(=O)CCCCCCCCCCn1c(-c2ccc(O)cc2)c(C)c2cc(O)ccc21
420,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1
421,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
422,N#CC(=C(N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F
423,Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C
424,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1
425,COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1
426,CO[C@@H]1CC[C@@H]2CCOc3c(C#N)cccc3C(=O)N(C)CCCC(=O)N(C)C[C@@H]1O2
427,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1C[C@H](N)[C@H](O)[C@H](C)O1
428,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
429,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)C=C(C)[C@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
430,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC
431,CN(C)CC(=O)N1CCCCN2[C@H](CO)[C@H](c3ccc(C=Cc4ccccc4)cc3)[C@H]2C1
432,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
433,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
434,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
435,O=C1NC(=S)S/C1=C/c1cc(Br)ccc1OCc1ccccc1Br
436,C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1
437,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
438,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
439,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
