"","x"
"512","CPC012_PC3_24H:BRD-K61776140-001-01-5:10"
"513","CPC012_PC3_24H:BRD-K69888333-001-01-7:10"
"514","CPC012_PC3_24H:BRD-K73155123-001-01-9:10"
"515","CPC012_PC3_24H:BRD-K79619196-001-01-0:10"
"516","CPC012_PC3_24H:BRD-K94991378-001-02-2:10"
"517","CPC012_PC3_24H:BRD-K99532291-001-03-1:10"
"518","CPC013_PC3_24H:BRD-A81530502-001-01-6:10"
"519","CPC013_PC3_24H:BRD-A93015352-003-01-1:10"
"520","CPC013_PC3_24H:BRD-A95820578-001-01-4:10"
"521","CPC013_PC3_24H:BRD-K03122949-001-01-6:10"
"522","CPC013_PC3_24H:BRD-K07881437-001-01-2:10"
"523","CPC013_PC3_24H:BRD-K09854848-001-01-0:10"
"524","CPC013_PC3_24H:BRD-K11636097-001-01-5:10"
"525","CPC013_PC3_24H:BRD-K15600710-066-01-7:10"
"526","CPC013_PC3_24H:BRD-K16541732-001-01-3:10"
"527","CPC013_PC3_24H:BRD-K19540840-001-01-1:10"
"528","CPC013_PC3_24H:BRD-K23984367-075-05-3:10"
"529","CPC013_PC3_24H:BRD-K28789065-001-01-1:10"
"530","CPC013_PC3_24H:BRD-K29733039-001-01-1:10"
"531","CPC013_PC3_24H:BRD-K35687265-236-01-8:10"
"532","CPC013_PC3_24H:BRD-K46056750-001-01-3:10"
"533","CPC013_PC3_24H:BRD-K47764688-001-01-8:10"
"534","CPC013_PC3_24H:BRD-K48950795-001-01-2:10"
"535","CPC013_PC3_24H:BRD-K49328571-001-04-4:10"
"536","CPC013_PC3_24H:BRD-K49810818-001-01-0:10"
"537","CPC013_PC3_24H:BRD-K50140147-001-03-6:10"
"538","CPC013_PC3_24H:BRD-K58547240-001-01-4:10"
"539","CPC013_PC3_24H:BRD-K59369769-001-07-0:10"
"540","CPC013_PC3_24H:BRD-K64606589-001-01-9:10"
"541","CPC013_PC3_24H:BRD-K74133369-001-01-8:10"
"542","CPC013_PC3_24H:BRD-K76236182-001-01-2:10"
"543","CPC013_PC3_24H:BRD-K83336168-001-01-9:10"
"544","CPC013_PC3_24H:BRD-K83643280-001-01-1:10"
"545","CPC013_PC3_24H:BRD-K97764662-001-10-8:10"
"546","CPC014_PC3_24H:BRD-K01800709-001-01-9:10"
"547","CPC014_PC3_24H:BRD-K02965346-001-01-8:10"
"548","CPC014_PC3_24H:BRD-K07265709-003-01-5:10"
"549","CPC014_PC3_24H:BRD-K10916986-001-01-6:10"
"550","CPC014_PC3_24H:BRD-K13566078-003-01-1:10"
"551","CPC014_PC3_24H:BRD-K23192422-001-01-1:10"
"552","CPC014_PC3_24H:BRD-K25311561-001-03-2:10"
"553","CPC014_PC3_24H:BRD-K31841256-001-01-4:10"
"554","CPC014_PC3_24H:BRD-K33926001-001-01-9:10"
"555","CPC014_PC3_24H:BRD-K36740062-001-01-7:10"
"556","CPC014_PC3_24H:BRD-K38324426-001-05-0:10"
"557","CPC014_PC3_24H:BRD-K53561341-001-02-6:10"
"558","CPC014_PC3_24H:BRD-K55420858-001-01-0:10"
"559","CPC014_PC3_24H:BRD-K58772419-001-02-1:10"
"560","CPC014_PC3_24H:BRD-K64935403-001-01-6:10"
"561","CPC014_PC3_24H:BRD-K65258912-001-04-0:10"
"562","CPC014_PC3_24H:BRD-K65331431-001-04-7:10"
"563","CPC014_PC3_24H:BRD-K67808578-001-02-9:10"
"564","CPC014_PC3_24H:BRD-K69516039-001-01-1:10"
"565","CPC014_PC3_24H:BRD-K70511574-001-01-0:10"
"566","CPC014_PC3_24H:BRD-K73293050-001-01-5:10"
"567","CPC014_PC3_24H:BRD-K77908580-001-05-4:10"
"568","CPC014_PC3_24H:BRD-K79404599-001-03-6:10"
"569","CPC014_PC3_24H:BRD-K80622725-001-10-2:10"
"570","CPC014_PC3_24H:BRD-K86930074-001-01-9:10"
"571","CPC014_PC3_24H:BRD-K89085489-001-10-9:10"
"572","CPC014_PC3_24H:BRD-K91047982-001-01-6:10"
"573","CPC014_PC3_24H:BRD-K93331255-001-01-2:10"
"574","CPC014_PC3_24H:BRD-M64432851-001-01-9:10"
"575","CPC019_PC3_24H:A03"
"576","CPC019_PC3_24H:B12"
"577","CPC019_PC3_24H:C16"
"578","CPC019_PC3_24H:E22"
"579","CPC019_PC3_24H:F23"
"580","CPC020_PC3_24H:BRD-A09472452-015-19-2:10"
"581","CPC020_PC3_24H:BRD-A09722536-002-13-1:10"
"582","CPC020_PC3_24H:BRD-A19037878:10"
"583","CPC020_PC3_24H:BRD-A49848186-003-01-2:10"
"584","CPC020_PC3_24H:BRD-A76019558-001-02-8:10"
"585","CPC020_PC3_24H:BRD-A82307304-001-01-8:10"
"586","CPC020_PC3_24H:BRD-A83124583-003-01-4:10"
"587","CPC020_PC3_24H:BRD-K02562327-001-01-6:10"
"588","CPC020_PC3_24H:BRD-K06009608-001-01-4:10"
"589","CPC020_PC3_24H:BRD-K06666320-001-06-7:10"
"590","CPC020_PC3_24H:BRD-K11558771-001-07-1:10"
"591","CPC020_PC3_24H:BRD-K16533489-001-01-5:10"
"592","CPC020_PC3_24H:BRD-K21680192-003-15-1:10"
"593","CPC020_PC3_24H:BRD-K29458283-001-25-7:10"
"594","CPC020_PC3_24H:BRD-K35573744-001-05-0:10"
"595","CPC020_PC3_24H:BRD-K36927236-001-26-8:10"
"596","CPC020_PC3_24H:BRD-K50234570-001-09-0:10"
"597","CPC020_PC3_24H:BRD-K53308430-001-02-4:10"
"598","CPC020_PC3_24H:BRD-K64517075-001-01-9:10"
"599","CPC020_PC3_24H:BRD-K66788707-001-11-9:10"
"600","CPC020_PC3_24H:BRD-K75308990-001-06-1:10"
"601","CPC020_PC3_24H:BRD-K77877933-001-01-4:10"
"602","CPC020_PC3_24H:BRD-K78373679-001-01-1:10"
"603","CPC020_PC3_24H:BRD-K79131256-001-14-6:10"
"604","CPC020_PC3_24H:BRD-K81418486:10"
"605","CPC020_PC3_24H:BRD-K92049597-001-16-6:10"
"606","CPC020_PC3_24H:BRD-K93034159-001-14-2:10"
"607","CPC020_PC3_24H:BRD-K94173926-001-01-6:10"
"608","CPD001_PC3_24H:BRD-A07932845-103-02-3:10"
"609","CPD001_PC3_24H:BRD-A19037878:10"
"610","CPD001_PC3_24H:BRD-A19500257:10"
"611","CPD001_PC3_24H:BRD-A19633847-103-01-3:10"
"612","CPD001_PC3_24H:BRD-A22305049-003-10-2:10"
"613","CPD001_PC3_24H:BRD-A41020680-003-24-9:10"
"614","CPD001_PC3_24H:BRD-A45889380-336-04-2:10"
"615","CPD001_PC3_24H:BRD-A48430263-001-04-4:10"
"616","CPD001_PC3_24H:BRD-A55424491-001-13-2:10"
"617","CPD001_PC3_24H:BRD-A67709388-001-04-7:10"
"618","CPD001_PC3_24H:BRD-A74269027-003-16-0:10"
"619","CPD001_PC3_24H:BRD-A75409952:10"
"620","CPD001_PC3_24H:BRD-A78322124-003-11-6:10"
"621","CPD001_PC3_24H:BRD-A82396632-001-11-3:10"
"622","CPD001_PC3_24H:BRD-A84481105-003-23-0:10"
"623","CPD001_PC3_24H:BRD-K00259736-001-12-3:10"
"624","CPD001_PC3_24H:BRD-K01014769-001-01-4:10"
"625","CPD001_PC3_24H:BRD-K01292756-001-18-5:10"
"626","CPD001_PC3_24H:BRD-K02680176-075-08-7:10"
"627","CPD001_PC3_24H:BRD-K06926592-001-02-5:10"
"628","CPD001_PC3_24H:BRD-K12184470-300-02-6:10"
"629","CPD001_PC3_24H:BRD-K12539581-001-16-1:10"
"630","CPD001_PC3_24H:BRD-K15916496-001-21-2:10"
"631","CPD001_PC3_24H:BRD-K17075857-001-10-1:10"
"632","CPD001_PC3_24H:BRD-K21680192-300-11-0:10"
"633","CPD001_PC3_24H:BRD-K24652731-001-07-6:10"
"634","CPD001_PC3_24H:BRD-K32501161-300-05-4:10"
"635","CPD001_PC3_24H:BRD-K32821942-001-14-8:10"
"636","CPD001_PC3_24H:BRD-K35960502-001-14-3:10"
"637","CPD001_PC3_24H:BRD-K37249724-001-20-8:10"
"638","CPD001_PC3_24H:BRD-K37890730-001-12-8:10"
"639","CPD001_PC3_24H:BRD-K39915878-036-19-4:10"
"640","CPD001_PC3_24H:BRD-K44273375-001-17-7:10"
"641","CPD001_PC3_24H:BRD-K46503544-001-02-3:10"
"642","CPD001_PC3_24H:BRD-K50406511-001-20-3:10"
"643","CPD001_PC3_24H:BRD-K50859149-001-13-8:10"
"644","CPD001_PC3_24H:BRD-K51318897-001-09-6:10"
"645","CPD001_PC3_24H:BRD-K52256627-001-17-7:10"
"646","CPD001_PC3_24H:BRD-K52431530-001-07-3:10"
"647","CPD001_PC3_24H:BRD-K56940463-001-10-4:10"
"648","CPD001_PC3_24H:BRD-K59456551-001-12-7:10"
"649","CPD001_PC3_24H:BRD-K61236135-001-07-4:10"
"650","CPD001_PC3_24H:BRD-K67563174-001-11-9:10"
"651","CPD001_PC3_24H:BRD-K70504303-001-01-3:10"
"652","CPD001_PC3_24H:BRD-K72853990-066-01-3:10"
"653","CPD001_PC3_24H:BRD-K72903603-001-18-6:10"
"654","CPD001_PC3_24H:BRD-K75649340-001-08-1:10"
"655","CPD001_PC3_24H:BRD-K76634210-001-08-9:10"
"656","CPD001_PC3_24H:BRD-K77685957-300-06-7:10"
"657","CPD001_PC3_24H:BRD-K77987382-001-10-8:10"
"658","CPD001_PC3_24H:BRD-K79131256-001-11-2:10"
"659","CPD001_PC3_24H:BRD-K81144366-003-15-5:10"
"660","CPD001_PC3_24H:BRD-K81418486:10"
"661","CPD001_PC3_24H:BRD-K81807412-001-07-2:10"
"662","CPD001_PC3_24H:BRD-K82481048-001-01-0:10"
"663","CPD001_PC3_24H:BRD-K86858124-001-01-2:10"
"664","CPD001_PC3_24H:BRD-K88429204-001-25-2:10"
"665","CPD001_PC3_24H:BRD-K91328526-048-02-2:10"
"666","CPD001_PC3_24H:BRD-K92049597-001-14-1:10"
"667","CPD001_PC3_24H:BRD-K96354014-001-11-2:10"
"668","CPD001_PC3_24H:BRD-M19787235-045-01-6:10"
"669","CPD002_PC3_24H:BRD-A08187463-001-07-9:10"
"670","CPD002_PC3_24H:BRD-A10662413-043-06-2:10"
"671","CPD002_PC3_24H:BRD-A13084692-001-09-0:10"
"672","CPD002_PC3_24H:BRD-A19500257:10"
"673","CPD002_PC3_24H:BRD-A19952358-001-07-1:10"
"674","CPD002_PC3_24H:BRD-A41450521-003-01-9:10"
"675","CPD002_PC3_24H:BRD-A45140972-060-06-5:10"
"676","CPD002_PC3_24H:BRD-A47494775-003-07-1:10"
"677","CPD002_PC3_24H:BRD-A52627843-001-01-3:10"
"678","CPD002_PC3_24H:BRD-A55913614-316-07-0:10"
"679","CPD002_PC3_24H:BRD-A58753560-001-01-2:10"
"680","CPD002_PC3_24H:BRD-A75409952:10"
"681","CPD002_PC3_24H:BRD-A84465106-001-02-0:10"
"682","CPD002_PC3_24H:BRD-A98175426-001-01-4:10"
"683","CPD002_PC3_24H:BRD-K03222093-001-01-8:10"
"684","CPD002_PC3_24H:BRD-K04111260-001-07-6:10"
"685","CPD002_PC3_24H:BRD-K04949373-001-01-6:10"
"686","CPD002_PC3_24H:BRD-K05851096-001-01-9:10"
"687","CPD002_PC3_24H:BRD-K06557128-001-02-1:10"
"688","CPD002_PC3_24H:BRD-K08547377-394-01-9:10"
"689","CPD002_PC3_24H:BRD-K13027675-001-01-5:10"
"690","CPD002_PC3_24H:BRD-K13044802-213-15-7:10"
"691","CPD002_PC3_24H:BRD-K15567136-003-22-3:10"
"692","CPD002_PC3_24H:BRD-K16077845-001-03-8:10"
"693","CPD002_PC3_24H:BRD-K16606819-001-09-3:10"
"694","CPD002_PC3_24H:BRD-K17041687-001-01-8:10"
"695","CPD002_PC3_24H:BRD-K17113870-001-01-2:10"
"696","CPD002_PC3_24H:BRD-K17378184-300-04-2:10"
"697","CPD002_PC3_24H:BRD-K18812295-001-04-9:10"
"698","CPD002_PC3_24H:BRD-K26104851-001-15-3:10"
"699","CPD002_PC3_24H:BRD-K27217864-001-18-1:10"
"700","CPD002_PC3_24H:BRD-K32403583-001-01-6:10"
"701","CPD002_PC3_24H:BRD-K33106058-001-10-1:10"
"702","CPD002_PC3_24H:BRD-K35520305-001-11-0:10"
"703","CPD002_PC3_24H:BRD-K36760124-001-01-1:10"
"704","CPD002_PC3_24H:BRD-K39987650-001-18-3:10"
"705","CPD002_PC3_24H:BRD-K40476324-001-01-6:10"
"706","CPD002_PC3_24H:BRD-K40758068-001-05-8:10"
"707","CPD002_PC3_24H:BRD-K45770447-001-01-9:10"
"708","CPD002_PC3_24H:BRD-K46531780-003-13-0:10"
"709","CPD002_PC3_24H:BRD-K52075715-001-04-2:10"
"710","CPD002_PC3_24H:BRD-K56483981-342-05-6:10"
"711","CPD002_PC3_24H:BRD-K60507178-001-01-0:10"
"712","CPD002_PC3_24H:BRD-K69116396-001-01-7:10"
"713","CPD002_PC3_24H:BRD-K71289571-001-07-2:10"
"714","CPD002_PC3_24H:BRD-K71451869-001-01-2:10"
"715","CPD002_PC3_24H:BRD-K72723676-003-12-9:10"
"716","CPD002_PC3_24H:BRD-K73541271-001-02-8:10"
"717","CPD002_PC3_24H:BRD-K75466013-001-10-2:10"
"718","CPD002_PC3_24H:BRD-K79145749-003-01-4:10"
"719","CPD002_PC3_24H:BRD-K81418486:10"
"720","CPD002_PC3_24H:BRD-K81601344-001-03-1:10"
"721","CPD002_PC3_24H:BRD-K86284654-001-01-9:10"
"722","CPD002_PC3_24H:BRD-K87158025-003-04-6:10"
"723","CPD002_PC3_24H:BRD-K88538023-008-05-6:10"
"724","CPD002_PC3_24H:BRD-K90699611-001-01-4:10"
"725","CPD002_PC3_24H:BRD-K91966436-003-01-5:10"
"726","CPD002_PC3_24H:BRD-K92093830-003-21-7:10"
"727","CPD002_PC3_24H:BRD-K92923799-001-01-0:10"
"728","CPD002_PC3_24H:BRD-K93923542-001-01-9:10"
"729","CPD002_PC3_24H:BRD-K96390176-001-01-1:10"
"730","CPD003_PC3_24H:BRD-A10977446-001-08-9:10"
"731","CPD003_PC3_24H:BRD-A19500257:10"
"732","CPD003_PC3_24H:BRD-K03243820-001-14-7:10"
"733","CPD003_PC3_24H:BRD-K25841245-001-01-6:10"
"734","CPD003_PC3_24H:BRD-K36756879-003-07-9:10"
"735","CPD003_PC3_24H:BRD-K46156294-001-04-8:10"
"736","CPD003_PC3_24H:BRD-K66788707-001-09-3:10"
"737","CPD003_PC3_24H:BRD-K77947974-001-12-2:10"
"738","CPD003_PC3_24H:BRD-K86003836-001-05-5:10"
"739","CRCGN004_PC3_24H:BRD-A02579693-001-01-8:10"
"740","CRCGN004_PC3_24H:BRD-A23723433-001-02-0:10"
"741","CRCGN004_PC3_24H:BRD-A85648045-001-01-6:10"
"742","CRCGN004_PC3_24H:BRD-K18910433-001-14-3:10"
"743","CRCGN004_PC3_24H:BRD-K74793820-001-01-2:10"
"744","CRCGN004_PC3_24H:BRD-K81418486-001-31-9:10"
"745","DOSBIO001_PC3_24H:BRD-A13084692:10"
"746","DOSBIO001_PC3_24H:BRD-A19500257:10"
"747","DOSBIO001_PC3_24H:BRD-A75409952:10"
"748","DOSBIO001_PC3_24H:BRD-K27305650:10"
"749","DOSBIO001_PC3_24H:BRD-K81418486:10"
"750","DOSBIO002_PC3_24H:BRD-A13084692:10"
"751","DOSBIO002_PC3_24H:BRD-A19037878:10"
"752","DOSBIO002_PC3_24H:BRD-A19500257:10"
"753","DOSBIO002_PC3_24H:BRD-A75409952:10"
"754","DOSBIO002_PC3_24H:BRD-A90490067:10"
"755","DOSBIO002_PC3_24H:BRD-K27305650:10"
"756","DOSBIO002_PC3_24H:BRD-K39647256:10"
"757","DOSBIO002_PC3_24H:BRD-K55149044:10"
"758","DOSBIO002_PC3_24H:BRD-K81418486:10"
"759","DOSVAL001_PC3_24H:BRD-A75409952:10"
"760","DOSVAL001_PC3_24H:BRD-A79768653:10"
"761","DOSVAL001_PC3_24H:BRD-K00573290:10"
"762","DOSVAL001_PC3_24H:BRD-K19540840:10"
"763","DOSVAL001_PC3_24H:BRD-K34624563:10"
"764","DOSVAL001_PC3_24H:BRD-K49328571:10"
"765","DOSVAL001_PC3_24H:BRD-K69406317:10"
"766","DOSVAL001_PC3_24H:BRD-K75295174:10"
"767","DOSVAL001_PC3_24H:BRD-K81418486:10"
"768","DOSVAL001_PC3_24H:BRD-K81473043:10"
"769","DOSVAL001_PC3_24H:BRD-K87909389:10"
"770","DOSVAL001_PC3_24H:BRD-K90382497:10"
"771","DOSVAL002_PC3_24H:BRD-A13084692:10"
"772","DOSVAL002_PC3_24H:BRD-A19037878:10"
"773","DOSVAL002_PC3_24H:BRD-A61304759:10"
"774","DOSVAL002_PC3_24H:BRD-A79768653:10"
"775","DOSVAL002_PC3_24H:BRD-K00185670:10"
"776","DOSVAL002_PC3_24H:BRD-K12189280:10"
"777","DOSVAL002_PC3_24H:BRD-K15185037:10"
"778","DOSVAL002_PC3_24H:BRD-K20109053:10"
"779","DOSVAL002_PC3_24H:BRD-K21680192:10"
"780","DOSVAL002_PC3_24H:BRD-K22937431:10"
"781","DOSVAL002_PC3_24H:BRD-K23319301:10"
"782","DOSVAL002_PC3_24H:BRD-K27239120:10"
"783","DOSVAL002_PC3_24H:BRD-K27475558:10"
"784","DOSVAL002_PC3_24H:BRD-K39597586:10"
"785","DOSVAL002_PC3_24H:BRD-K44242139:10"
"786","DOSVAL002_PC3_24H:BRD-K45723650:10"
"787","DOSVAL002_PC3_24H:BRD-K67236950:10"
"788","DOSVAL002_PC3_24H:BRD-K75295174:10"
"789","DOSVAL002_PC3_24H:BRD-K81418486:10"
"790","DOSVAL002_PC3_24H:BRD-K86048057:10"
"791","DOSVAL002_PC3_24H:BRD-K88378636:10"
"792","DOSVAL002_PC3_24H:BRD-K95549765:10"
"793","DOSVAL002_PC3_24H:BRD-K97972722:10"
"794","DOSVAL002_PC3_24H:BRD-K98645985:10"
"795","DOSVAL002_PC3_24H:BRD-K99259037:10"
"796","DOSVAL003_PC3_24H:BRD-A13084692:10"
"797","DOSVAL003_PC3_24H:BRD-A19037878:10"
"798","DOSVAL003_PC3_24H:BRD-A61304759:10"
"799","DOSVAL003_PC3_24H:BRD-A79768653:10"
"800","DOSVAL003_PC3_24H:BRD-K00411687:10"
"801","DOSVAL003_PC3_24H:BRD-K06852269:10"
"802","DOSVAL003_PC3_24H:BRD-K10211010:10"
"803","DOSVAL003_PC3_24H:BRD-K21680192:10"
"804","DOSVAL003_PC3_24H:BRD-K22428007:10"
"805","DOSVAL003_PC3_24H:BRD-K30371494:10"
"806","DOSVAL003_PC3_24H:BRD-K31126514:10"
"807","DOSVAL003_PC3_24H:BRD-K31999759:10"
"808","DOSVAL003_PC3_24H:BRD-K35468722:10"
"809","DOSVAL003_PC3_24H:BRD-K55233780:10"
"810","DOSVAL003_PC3_24H:BRD-K61734568:10"
"811","DOSVAL003_PC3_24H:BRD-K69894866:10"
"812","DOSVAL003_PC3_24H:BRD-K71752918:10"
"813","DOSVAL003_PC3_24H:BRD-K74260000:10"
"814","DOSVAL003_PC3_24H:BRD-K75295174:10"
"815","DOSVAL003_PC3_24H:BRD-K80457386:10"
"816","DOSVAL003_PC3_24H:BRD-K81418486:10"
"817","DOSVAL003_PC3_24H:BRD-K88114291:10"
"818","DOSVAL003_PC3_24H:BRD-K88378636:10"
"819","DOSVAL003_PC3_24H:BRD-K96041907:10"
"820","DOSVAL004_PC3_24H:BRD-A13084692:10"
"821","DOSVAL004_PC3_24H:BRD-A19037878:10"
"822","DOSVAL004_PC3_24H:BRD-A61304759:10"
"823","DOSVAL004_PC3_24H:BRD-A79768653:10"
"824","DOSVAL004_PC3_24H:BRD-K21680192:10"
"825","DOSVAL004_PC3_24H:BRD-K28934562:10"
"826","DOSVAL004_PC3_24H:BRD-K50186544:10"
"827","DOSVAL004_PC3_24H:BRD-K50799972:10"
"828","DOSVAL004_PC3_24H:BRD-K69503483:10"
"829","DOSVAL004_PC3_24H:BRD-K74316684:10"
"830","DOSVAL004_PC3_24H:BRD-K75295174:10"
"831","DOSVAL004_PC3_24H:BRD-K81418486:10"
"832","DOSVAL004_PC3_24H:BRD-K88903268:10"
"833","DOSVAL005_PC3_24H:BRD-A13084692:10"
"834","DOSVAL005_PC3_24H:BRD-A19037878:10"
"835","DOSVAL005_PC3_24H:BRD-A61304759:10"
"836","DOSVAL005_PC3_24H:BRD-A79768653:10"
"837","DOSVAL005_PC3_24H:BRD-K02246294:10"
"838","DOSVAL005_PC3_24H:BRD-K21680192:10"
"839","DOSVAL005_PC3_24H:BRD-K32581454:10"
"840","DOSVAL005_PC3_24H:BRD-K33217566:10"
"841","DOSVAL005_PC3_24H:BRD-K41335306:10"
"842","DOSVAL005_PC3_24H:BRD-K44732214:10"
"843","DOSVAL005_PC3_24H:BRD-K44766290:10"
"844","DOSVAL005_PC3_24H:BRD-K46255436:10"
"845","DOSVAL005_PC3_24H:BRD-K46574442:10"
"846","DOSVAL005_PC3_24H:BRD-K46766834:10"
"847","DOSVAL005_PC3_24H:BRD-K48296029:10"
"848","DOSVAL005_PC3_24H:BRD-K49477330:10"
"849","DOSVAL005_PC3_24H:BRD-K67161258:10"
"850","DOSVAL005_PC3_24H:BRD-K74381836:10"
"851","DOSVAL005_PC3_24H:BRD-K75295174:10"
"852","DOSVAL005_PC3_24H:BRD-K76103428:10"
"853","DOSVAL005_PC3_24H:BRD-K78133682:10"
"854","DOSVAL005_PC3_24H:BRD-K81418486:10"
"855","DOSVAL005_PC3_24H:BRD-K83216232:10"
"856","DOSVAL005_PC3_24H:BRD-K86354270:10"
"857","DOSVAL005_PC3_24H:BRD-K87125912:10"
"858","DOSVAL005_PC3_24H:BRD-K88378636:10"
"859","DOSVAL005_PC3_24H:BRD-K91663486:10"
"860","DOSVAL006_PC3_24H:BRD-A13084692:10"
"861","DOSVAL006_PC3_24H:BRD-A19037878:10"
"862","DOSVAL006_PC3_24H:BRD-A61304759:10"
"863","DOSVAL006_PC3_24H:BRD-A79768653:10"
"864","DOSVAL006_PC3_24H:BRD-K00540336:10"
"865","DOSVAL006_PC3_24H:BRD-K21680192:10"
"866","DOSVAL006_PC3_24H:BRD-K23018071:10"
"867","DOSVAL006_PC3_24H:BRD-K41440211:10"
"868","DOSVAL006_PC3_24H:BRD-K60391168:10"
"869","DOSVAL006_PC3_24H:BRD-K75295174:10"
"870","DOSVAL006_PC3_24H:BRD-K81418486:10"
"871","DOSVAL006_PC3_24H:BRD-K87434936:10"
"872","DOSVAL006_PC3_24H:BRD-K88378636:10"
"873","DPK.CP003_PC3_24H:BRD-A81541225:10"
"874","DPK.CP003_PC3_24H:BRD-A81866333:10"
"875","DPK.CP003_PC3_24H:BRD-K00317371:10"
"876","DPK.CP003_PC3_24H:BRD-K05528470:10"
"877","DPK.CP003_PC3_24H:BRD-K17894950:10"
"878","DPK.CP003_PC3_24H:BRD-K19761926:10"
"879","DPK.CP003_PC3_24H:BRD-K32828673:10"
"880","DPK.CP003_PC3_24H:BRD-K54634444:10"
"881","DPK.CP003_PC3_24H:BRD-K54708045:10"
"882","DPK.CP003_PC3_24H:BRD-K58148589:10"
"883","DPK.CP003_PC3_24H:BRD-K61496577:10"
"884","DPK.CP003_PC3_24H:BRD-K71823332:10"
"885","DPK.CP003_PC3_24H:BRD-K81473043:10"
"886","DPK.CP003_PC3_24H:BRD-K84443303:10"
"887","DPK.CP003_PC3_24H:BRD-K90027355:10"
"888","DPK.CP003_PC3_24H:BRD-K94353609:10"
"889","HDAC001_PC3_24H:BRD-A19500257:10"
"890","HDAC001_PC3_24H:BRD-A75409952:10"
"891","HDAC001_PC3_24H:BRD-K00627859-001-02-3:10"
"892","HDAC001_PC3_24H:BRD-K04466929-001-05-1:10"
"893","HDAC001_PC3_24H:BRD-K29313308-001-01-6:10"
"894","HDAC001_PC3_24H:BRD-K52313696-001-08-1:10"
"895","HDAC001_PC3_24H:BRD-K81418486:10"
"896","HDAC001_PC3_24H:BRD-K85133207-001-01-1:10"
"897","HDAC001_PC3_24H:BRD-K88742110-001-01-2:10"
"898","HDAC002_PC3_24H:BRD-K52313696-001-01-6:10"
"899","HDAC002_PC3_24H:BRD-K77908580-001-04-7:10"
"900","MOAR001_PC3_24H:A16"
"901","MOAR001_PC3_24H:A19"
"902","MOAR001_PC3_24H:A22"
"903","MOAR001_PC3_24H:C01"
"904","MOAR001_PC3_24H:C04"
"905","MOAR001_PC3_24H:C07"
"906","MOAR001_PC3_24H:C10"
"907","MOAR001_PC3_24H:C22"
"908","MOAR001_PC3_24H:D01"
"909","MOAR001_PC3_24H:D04"
"910","MOAR001_PC3_24H:D13"
"911","MOAR001_PC3_24H:D16"
"912","MOAR001_PC3_24H:D22"
"913","MOAR001_PC3_24H:E01"
"914","MOAR001_PC3_24H:E04"
"915","MOAR001_PC3_24H:E16"
"916","MOAR001_PC3_24H:F07"
"917","MOAR001_PC3_24H:F22"
"918","MOAR001_PC3_24H:H01"
"919","MOAR001_PC3_24H:H04"
"920","MOAR001_PC3_24H:H10"
"921","MOAR001_PC3_24H:H19"
"922","MOAR001_PC3_24H:I10"
"923","MOAR001_PC3_24H:I13"
"924","MOAR001_PC3_24H:I22"
"925","MOAR001_PC3_24H:J01"
"926","MOAR001_PC3_24H:J22"
"927","MOAR001_PC3_24H:K13"
"928","MOAR001_PC3_24H:K16"
"929","MOAR001_PC3_24H:L13"
"930","MOAR001_PC3_24H:L16"
"931","MOAR001_PC3_24H:M01"
"932","MOAR001_PC3_24H:M04"
"933","MOAR001_PC3_24H:M07"
"934","MOAR001_PC3_24H:M10"
"935","MOAR001_PC3_24H:M16"
"936","MOAR001_PC3_24H:M19"
"937","MOAR001_PC3_24H:N04"
"938","MOAR001_PC3_24H:N07"
"939","MOAR001_PC3_24H:N22"
"940","MOAR001_PC3_24H:O13"
"941","MOAR001_PC3_24H:O16"
"942","MOAR001_PC3_24H:P04"
"943","MOAR001_PC3_24H:P10"
"944","MOAR001_PC3_24H:P13"
"945","MOAR001_PC3_24H:P16"
"946","MOAR001_PC3_24H:P22"
"947","MOAR002_PC3_24H:A07"
"948","MOAR002_PC3_24H:A10"
"949","MOAR002_PC3_24H:A13"
"950","MOAR002_PC3_24H:A19"
"951","MOAR002_PC3_24H:B19"
"952","MOAR002_PC3_24H:B22"
"953","MOAR002_PC3_24H:C01"
"954","MOAR002_PC3_24H:C16"
"955","MOAR002_PC3_24H:C22"
"956","MOAR002_PC3_24H:D01"
"957","MOAR002_PC3_24H:D10"
"958","MOAR002_PC3_24H:D13"
"959","MOAR002_PC3_24H:E16"
"960","MOAR002_PC3_24H:F04"
"961","MOAR002_PC3_24H:F10"
"962","MOAR002_PC3_24H:F16"
"963","MOAR002_PC3_24H:G10"
"964","MOAR002_PC3_24H:G19"
"965","MOAR002_PC3_24H:H10"
"966","MOAR002_PC3_24H:I01"
"967","MOAR002_PC3_24H:I07"
"968","MOAR002_PC3_24H:I16"
"969","MOAR002_PC3_24H:J10"
"970","MOAR002_PC3_24H:K01"
"971","MOAR002_PC3_24H:L04"
"972","MOAR002_PC3_24H:L07"
"973","MOAR002_PC3_24H:L10"
"974","MOAR002_PC3_24H:L19"
"975","MOAR002_PC3_24H:L22"
"976","MOAR002_PC3_24H:M07"
"977","MOAR002_PC3_24H:M19"
"978","MOAR002_PC3_24H:M22"
"979","MOAR002_PC3_24H:N01"
"980","MOAR002_PC3_24H:N04"
"981","MOAR002_PC3_24H:N07"
"982","MOAR002_PC3_24H:N10"
"983","MOAR002_PC3_24H:N16"
"984","MOAR002_PC3_24H:N19"
"985","MOAR002_PC3_24H:O07"
"986","MOAR002_PC3_24H:O22"
